t_sf_uni,t_sf_sd,tau_uni,tau_sd,A_uni,A_sd,x_uni,x_sd,id_uni,id_sd,logSFR_today_pred_uni,logSFR_today_pred_sd
10.734846145333334,2.2826092687170743,2.9936771683333334,0.9899790022560657,605761723.9333333,42755708.67558622,3.763496096,0.5935065848861737,3402,0,-1.5750355271,0.26061848608949234
10.712924758,2.207913948759795,2.478885313666667,0.7222941818775326,202884.637,6992.036991035383,4.457279769,0.5317664562907083,4003,0,-5.001423945333333,0.22236501852068158
10.701870921,2.2235469905827188,2.508276495,0.7411643911883633,2634100.1823333334,95375.73773139765,4.406846646,0.5383395903034877,4096,0,-3.8881376616666667,0.22565967702386858
11.087954151,1.7782053102672972,1.6140952386666667,0.3157974872403747,716276.1062333334,5906.874569425056,6.925932595666667,0.38778416955366346,4104,0,-4.6776292286666665,0.1439022307358671
10.699546557333333,2.181576791624763,2.2490850813333334,0.6230030862646107,208683.53463333333,4849.433281072348,4.878103400666666,0.506312110761961,4262,0,-4.987360599,0.20800593012149932
10.205975707333334,2.067849647287228,11.812767473333333,4.950524591735526,10806822844.666666,5717632093.734557,1.0440696268,0.49417874364149267,4407,0,-1.874967195382,0.5180877327518735
10.962056373,2.27410575339718,4.740091887,2.270882496722084,3412473.1276666666,1139139.2895288498,2.622533960733333,0.7132746795373213,4495,0,-4.142148989666667,0.3775814034627287
10.822621152333333,2.0286488631338098,1.9355063963333334,0.4686205463058404,615733.4657,7663.0731329202945,5.681995262,0.4537889552417967,4825,0,-4.572514250333334,0.17632961755683282
10.942350706666666,2.034301175428951,10.906096201333334,4.874337107386197,14108919.373,7387115.470293171,1.2273288648666667,0.5639344192022757,5197,0,-4.586074401333334,0.5149211235153041
11.129929698,2.20980761721331,5.967189060333333,3.207120396804206,174019.68839666666,83816.5382278638,2.2194719393,0.7328114573820866,5268,0,-5.667151401333333,0.4394487444250833
10.721866921,2.163066638423925,2.222554875666667,0.6057846350428451,900844.3297333333,19756.40537378664,4.94058497,0.49875546757783723,5766,0,-4.355901516333334,0.20419387434294245
11.272209847666666,2.0855549029911615,8.356425126,4.397334902378356,24976864.162666667,14001906.556862405,1.6794685740333333,0.6978597459286717,5839,0,-3.9254290616666667,0.506334458189421
10.821932781666666,2.257416064655233,3.387092159333333,1.203286799835506,2744317.3906666664,308046.86157339043,3.3972349948666665,0.6227396266047269,5898,0,-3.9840825306666665,0.28097192767884693
10.689535957666667,2.213803025384462,2.4151138016666667,0.6993111486180693,222826.09963333333,6931.11822617164,4.560031652666667,0.528979789790696,5920,0,-4.956491323,0.2201644677815249
10.925267363666666,2.2779669075041022,4.373853734,1.9506831259171478,524670.5217666667,139995.47247323475,2.7796264666333332,0.6917445606711153,6095,0,-4.884747960333334,0.35229563202915437
9.222235984,2.025003948781254,12.073635355,4.97171505673086,7232637.873,4001926.4345617467,0.921903269,0.4498002402617326,6107,0,-5.153457112333333,0.5270961460640597
