variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
t_sf[1],10.839181703666666,11.37895,2.2908716778050953,2.3398393199999994,6.266541,13.6157,1.0002487956782358,28036.110364382923,18705.813128613958
t_sf[2],10.748620299333334,11.216899999999999,2.2628622141145462,2.4218789910000003,6.3468655,13.5892,1.000305295343159,32067.8065703509,16582.51882082321
t_sf[3],6.783682213666666,6.69777,1.574407919979497,1.524216582,4.34682,9.523675999999998,0.999986230872216,48160.9622315455,20536.65959317659
t_sf[4],10.706898587666666,11.129750000000001,2.222626390364464,2.4658529070000026,6.508497,13.578405,1.0000830970367323,34478.93720030308,17079.550621366387
t_sf[5],10.869652362,11.148800000000001,1.9830933266205426,2.349861696000001,7.310132,13.5704,1.0002424927011218,38684.421780779805,16140.909420823351
t_sf[6],10.796521511,11.33225,2.319116033229026,2.403554055,6.188001,13.613510000000002,1.0001549524961804,29214.737231447943,18023.49697035566
t_sf[7],11.060097645333334,11.64125,2.2454196525690593,2.1286429500000006,6.414344,13.638114999999999,1.0002105399732546,24588.428141142158,19953.373626812405
t_sf[8],11.019320468666667,11.2545,1.8455944074636323,2.235642191999999,7.8057289999999995,13.5826,1.0003111213746432,43269.45845427339,17889.2888301883
t_sf[9],10.725713156333333,11.0809,2.1486240437597304,2.4371571839999997,6.730061000000001,13.56751,1.000355023533084,35306.420934917536,16043.065642239017
t_sf[10],10.718813259,11.2043,2.2790850091089307,2.44310241,6.3017625,13.5827,1.0003383149610066,29911.38308957814,16284.706287178738
t_sf[11],10.764145475,11.11035,2.1065823410866824,2.4218789910000003,6.887575,13.57281,1.0006630200958713,40349.46472677587,16468.09202043193
t_sf[12],10.704138508666666,11.137350000000001,2.248443939608831,2.484207495,6.4159355,13.585609999999999,1.0004597703796463,34988.26942496363,15842.16081684899
t_sf[13],10.736405212333333,11.16085,2.230383906238712,2.4783808769999998,6.48381,13.585714999999999,1.0003981999377332,34227.46644932564,17167.193107163424
t_sf[14],10.936602987333334,11.515,2.288335893026677,2.258681796,6.2964645,13.623814999999999,1.0000358049497649,24764.97161102172,18924.599897284817
t_sf[15],10.734949349,11.1902,2.2559922613547863,2.4620796899999977,6.4026115,13.5846,1.0001350573490204,29812.85062686684,16141.276180456276
t_sf[16],10.770073402333333,11.0981,2.091658180721452,2.462628252000001,6.954827000000001,13.570605,1.0006626494475912,36920.94075405351,16130.878724890887
t_sf[17],11.195729934666666,11.6726,2.055679155842406,1.9069201199999986,6.9989065,13.6121,1.0002137897538974,24866.445641060407,17106.01379393147
t_sf[18],10.696062213,11.1765,2.2992266913444075,2.5115021609999992,6.2836165,13.591809999999999,1.0001550319436208,32344.335983051395,16284.260416798372
t_sf[19],9.386358637666667,9.404914999999999,2.0462502539756415,2.094431955,5.886804,12.746030000000001,1.000056284824271,30633.035304803885,17245.19342468008
t_sf[20],10.772543495333334,11.080649999999999,2.082983745438364,2.4488104200000023,6.9809090000000005,13.573509999999999,1.0004045414697782,36954.09211071005,15620.902958287415
t_sf[21],11.240078338333333,11.77685,2.091936563641587,1.8761561699999991,6.883878,13.6243,1.000177893025125,26712.645170677744,17781.199895302092
t_sf[22],11.267766135,11.809550000000002,2.0921641186694413,1.8742287899999996,6.9378225,13.628710000000002,0.9999306716104496,25367.461658764627,18990.453084650748
t_sf[23],10.699050376666667,11.1134,2.229077677902587,2.484667101,6.4729825000000005,13.576910000000002,1.0003792863996517,31928.836321186733,17044.263760272985
t_sf[24],10.862824158333334,11.1493,2.0043825806977265,2.356807677,7.241209,13.575,1.0001470804431178,40189.390349632966,15086.684841502285
t_sf[25],7.569044597333333,7.488835,1.7504374749411837,1.7140709250000004,4.798895,10.585754999999999,1.0000923115471096,42041.6440743584,20120.13672005792
t_sf[26],11.249298482666667,11.79035,2.0945299910837583,1.9043255699999995,6.923297499999999,13.632114999999999,1.000082139033818,24225.929740091295,18375.459750570957
t_sf[27],10.727818154666666,11.08375,2.1575370488843224,2.479663326,6.7385425,13.569310000000002,1.001032046131196,34481.626187735535,16019.852630929503
t_sf[28],7.564284676,7.502295,1.7464161077330111,1.7341453290000002,4.798265499999999,10.55721,1.0001051756119013,44481.7544828921,21377.30643926574
t_sf[29],10.754518636333334,11.2367,2.2613710537024883,2.3990543640000004,6.364538,13.586504999999999,1.0001845806709628,31045.527963770714,16840.852828239607
t_sf[30],10.790215281666667,11.113900000000001,2.078346711603567,2.403872814000001,6.980851499999999,13.575125000000002,1.0002450190854064,39961.903448357894,16689.22160369876
