t_sf_uni,t_sf_sd,tau_uni,tau_sd,A_uni,A_sd,x_uni,x_sd,id_uni,id_sd,logSFR_today_pred_uni,logSFR_today_pred_sd
10.839181703666666,2.2908716778050953,3.8945922443333334,1.5814570529542888,449892096266.6667,85907365152.02937,3.0302729372666666,0.6640824316184569,1397,0,1.141355586865,0.32154262404691397
10.748620299333334,2.2628622141145462,3.0712282146666667,1.024112705450545,288822775.6,22199420.640603904,3.680788568,0.5971792954934514,3151,0,-1.9086664073333333,0.2632210760345285
6.783682213666666,1.574407919979497,11.966522133,5.074348771751944,1970136910.8,1278006555.9051936,0.7039361277666667,0.3887820131787451,3217,0,-2.9255383579666665,0.5635762266475881
10.706898587666666,2.222626390364464,2.5485502103333335,0.7563236560775753,620293899.8333334,23844982.93634899,4.342483755666667,0.5407314299367562,3234,0,-1.5187463308333333,0.22800847417705947
10.869652362,1.9830933266205426,1.8422952543333333,0.42575587325872843,177078171,1846995.1706481746,5.980838497333333,0.43540350414424706,3260,0,-2.145372255,0.16900785767864035
10.796521511,2.319116033229026,3.6025622896666665,1.371738847520052,2140392222,298811336.4267304,3.2245585413666666,0.6495686417243816,3261,0,-1.1258216841333333,0.3052859315573146
11.060097645333334,2.2454196525690593,5.460220345333333,2.8544458560893706,163125458.7,70725881.19515319,2.3711804339333336,0.7344424069771717,3270,0,-2.600433093,0.4182606080546414
11.019320468666667,1.8455944074636323,1.6742228983333334,0.34613959244556947,323882028.6333333,2733066.7716833074,6.645452239666667,0.4015678159600124,3275,0,-1.9761828423333334,0.1503159161231631
10.725713156333333,2.1486240437597304,2.2615506566666665,0.6161123628215415,98894932.38666667,2311506.6782496125,4.8594502613333335,0.5015180875557032,3424,0,-2.3143778176666667,0.2049632026246543
10.718813259,2.2790850091089307,3.0035312026666667,0.9935009983690096,1069688912.6,76791172.75055712,3.745876892666667,0.5901445289776739,3440,0,-1.328262763,0.26155889258067067
10.764145475,2.1065823410866824,2.103101387,0.5453999942788457,107157967.93333334,1843141.4013343016,5.2234255596666666,0.48129835557266276,3526,0,-2.2957353326666667,0.19199399364513775
10.704138508666666,2.248443939608831,2.6255239163333335,0.7968824503767895,3197391080,136801842.380806,4.224846659,0.5487158527095132,3527,0,-0.8107690813153333,0.23548661970947496
10.736405212333333,2.230383906238712,2.619693938,0.7896347756951554,417369095.4,17712570.606149033,4.245581013,0.5504491594444137,3555,0,-1.6978428442333333,0.2319479363971918
10.936602987333334,2.288335893026677,4.519139993,2.081749172171953,188299891.56666666,55055412.89170301,2.716300647533333,0.7072412121272157,3629,0,-2.3573757943333336,0.36383790689099277
10.734949349,2.2559922613547863,2.893909483,0.9345830348853542,432744620.7,27589386.09144819,3.87939121,0.5843235110693296,3639,0,-1.7090925759,0.2515321040736976
10.770073402333333,2.091658180721452,2.0526743966666667,0.5242456970087567,576784274,8970109.401199054,5.347954510666667,0.4734610432580594,3682,0,-1.5720338320333334,0.18809932403577828
11.195729934666666,2.055679155842406,9.725993948666666,4.745056867984298,6328772137.666667,3474809477.976915,1.4309724799333334,0.6391626067429146,3691,0,-1.742746182413,0.5200650677422093
10.696062213,2.2992266913444075,2.8695263743333332,0.9374775734534109,1628415856.3333333,100546170.7354471,3.89976969,0.5843798993716304,3728,0,-1.1267714057333333,0.2564500802082643
9.386358637666667,2.0462502539756415,12.091711877,4.990925458260533,5362673230,2987839305.502853,0.9383987846,0.4585402318480634,3744,0,-2.2751558648,0.5271938442047392
10.772543495333334,2.082983745438364,2.006542935666667,0.5061788821640069,582826013.6,8395038.935099652,5.466704307333333,0.4680085925091144,3832,0,-1.5750882142333333,0.18568725528431698
11.240078338333333,2.091936563641587,8.800855194333334,4.5223456109283475,15932622791.333334,8818426106.585808,1.5911113098,0.6782138832969141,3841,0,-1.1921267068134334,0.5152558706609178
