1.treedepth__,2.treedepth__,3.treedepth__,4.treedepth__,5.treedepth__,6.treedepth__,1.divergent__,2.divergent__,3.divergent__,4.divergent__,5.divergent__,6.divergent__,1.energy__,2.energy__,3.energy__,4.energy__,5.energy__,6.energy__,1.accept_stat__,2.accept_stat__,3.accept_stat__,4.accept_stat__,5.accept_stat__,6.accept_stat__,1.stepsize__,2.stepsize__,3.stepsize__,4.stepsize__,5.stepsize__,6.stepsize__,1.n_leapfrog__,2.n_leapfrog__,3.n_leapfrog__,4.n_leapfrog__,5.n_leapfrog__,6.n_leapfrog__
8,8,8,8,8,8,0,0,0,0,0,0,10622.2,10444.2,10510.3,10585.8,10404.1,10461.7,0.91207,0.957513,0.668747,0.906106,0.668081,0.592804,0.0228186,0.0219126,0.0240011,0.0243048,0.0257385,0.0230219,255,255,255,255,255,255
8,8,8,8,8,8,0,0,0,0,0,0,10426.2,10295.3,10346.8,10578.9,10608.6,10386.9,0.9975,0.930927,0.791403,0.947952,0.981594,0.964605,0.0228186,0.0219126,0.0240011,0.0243048,0.0257385,0.0230219,255,255,255,255,255,255
8,8,8,8,8,8,0,0,0,0,0,0,10426.2,10503,10308.8,10530.3,10356.1,10473.5,0.731573,0.770885,0.872929,0.804807,0.932854,0.750609,0.0228186,0.0219126,0.0240011,0.0243048,0.0257385,0.0230219,255,255,255,255,255,255
8,8,8,8,8,8,0,0,0,0,0,0,10415.5,10557.2,10323.1,10398.4,10538.2,10341.4,0.628889,0.989116,0.806347,0.748571,0.425597,0.940874,0.0228186,0.0219126,0.0240011,0.0243048,0.0257385,0.0230219,255,255,255,255,255,255
8,8,8,8,8,8,0,0,0,0,0,0,10416.4,10503.8,10280.7,10554.7,10433.5,10344.8,0.720566,0.787097,0.963154,0.989728,0.763965,0.607193,0.0228186,0.0219126,0.0240011,0.0243048,0.0257385,0.0230219,255,255,255,255,255,255
8,8,8,8,8,8,0,0,0,0,0,0,10398.4,10364.8,10205.5,10573.9,10544.5,10394.1,0.685098,0.972272,0.969781,0.997246,0.733304,0.903777,0.0228186,0.0219126,0.0240011,0.0243048,0.0257385,0.0230219,255,255,255,255,255,255
8,8,8,8,8,8,0,0,0,0,0,0,10375.8,10445.5,10255.4,10304.1,10525.9,10352.6,0.655267,0.740698,0.92907,0.955777,0.961844,0.925667,0.0228186,0.0219126,0.0240011,0.0243048,0.0257385,0.0230219,255,255,255,255,255,255
8,8,8,8,8,8,0,0,0,0,0,0,10419.2,10432.6,10397.7,10356.7,10542,10446.4,0.970397,0.894567,0.715706,0.739842,0.784112,0.899178,0.0228186,0.0219126,0.0240011,0.0243048,0.0257385,0.0230219,255,255,255,255,255,255
8,8,8,8,8,8,0,0,0,0,0,0,10419.7,10459.7,10360.7,10407,10431.1,10559.5,0.989035,0.880682,0.697568,0.889589,0.760344,0.56895,0.0228186,0.0219126,0.0240011,0.0243048,0.0257385,0.0230219,255,255,255,255,255,255
8,8,8,8,8,8,0,0,0,0,0,0,10293.2,10476.6,10253.5,10496.7,10566.1,10446.2,0.926325,0.999194,0.806625,0.944506,0.640285,0.89217,0.0228186,0.0219126,0.0240011,0.0243048,0.0257385,0.0230219,255,255,255,255,255,255
