1.treedepth__,2.treedepth__,3.treedepth__,4.treedepth__,5.treedepth__,6.treedepth__,1.divergent__,2.divergent__,3.divergent__,4.divergent__,5.divergent__,6.divergent__,1.energy__,2.energy__,3.energy__,4.energy__,5.energy__,6.energy__,1.accept_stat__,2.accept_stat__,3.accept_stat__,4.accept_stat__,5.accept_stat__,6.accept_stat__,1.stepsize__,2.stepsize__,3.stepsize__,4.stepsize__,5.stepsize__,6.stepsize__,1.n_leapfrog__,2.n_leapfrog__,3.n_leapfrog__,4.n_leapfrog__,5.n_leapfrog__,6.n_leapfrog__
7,7,7,7,7,7,0,0,0,0,0,0,2205.95,2264.13,2215.3,2244.12,2144.69,2275.5,0.808884,0.987406,0.536825,0.743173,0.962094,0.912792,0.0337417,0.0344588,0.0351566,0.0337377,0.0323828,0.0320567,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,2179.57,2300.41,2226.59,2215.69,2197.36,2235.15,0.965821,0.811028,0.785354,0.911297,0.821611,0.949664,0.0337417,0.0344588,0.0351566,0.0337377,0.0323828,0.0320567,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,2238.78,2286.64,2211.86,2259.07,2214.42,2283.53,0.708191,0.95125,0.843837,0.811295,0.701322,0.842013,0.0337417,0.0344588,0.0351566,0.0337377,0.0323828,0.0320567,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,2230.74,2303.89,2309.68,2213.33,2253.35,2324.45,0.626294,0.89942,0.718544,0.899255,0.686159,0.668621,0.0337417,0.0344588,0.0351566,0.0337377,0.0323828,0.0320567,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,2277.76,2273.33,2284.77,2246.33,2245.12,2302.51,0.632842,0.871651,0.891583,0.935118,0.905415,0.993038,0.0337417,0.0344588,0.0351566,0.0337377,0.0323828,0.0320567,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,2165.66,2231.96,2224.04,2257.45,2261.9,2274.5,0.984062,0.881361,0.566109,0.738525,0.864736,0.934498,0.0337417,0.0344588,0.0351566,0.0337377,0.0323828,0.0320567,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,2248.56,2289.26,2147.32,2249.82,2284.09,2189.5,0.793361,0.786083,0.988347,0.940011,0.901228,0.970631,0.0337417,0.0344588,0.0351566,0.0337377,0.0323828,0.0320567,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,2251.89,2259.98,2124.72,2256.52,2249.31,2183.82,0.945953,0.960415,0.99891,0.725634,0.86199,0.947441,0.0337417,0.0344588,0.0351566,0.0337377,0.0323828,0.0320567,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,2185.3,2267.34,2123.53,2248.15,2292.27,2226.06,0.905754,0.915957,0.916101,0.934977,0.901798,0.774145,0.0337417,0.0344588,0.0351566,0.0337377,0.0323828,0.0320567,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,2262.93,2253.4,2139.39,2214.23,2298.65,2251.03,0.958609,0.622428,0.941827,0.678373,0.891272,0.882775,0.0337417,0.0344588,0.0351566,0.0337377,0.0323828,0.0320567,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,2249.42,2235.16,2172.28,2252.24,2309.52,2257.16,0.970895,0.857975,0.760388,0.689934,0.916315,0.949761,0.0337417,0.0344588,0.0351566,0.0337377,0.0323828,0.0320567,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,2199.89,2274.76,2173.01,2281.65,2253.19,2228.35,0.945151,0.817364,0.990703,0.845009,0.880124,0.993964,0.0337417,0.0344588,0.0351566,0.0337377,0.0323828,0.0320567,127,127,127,127,127,127
