t_sf_skew,t_sf_sd,tau_skew,tau_sd,A_skew,A_sd,x_skew,x_sd,id_skew,id_sd,logSFR_today_pred_skew,logSFR_today_pred_sd
12.598230606666666,0.30718050470472186,4.418349377666667,0.5676804034918823,445418716533.3333,35020940075.554405,2.8955718116666667,0.35564400937388874,1397,0,0.9678280701333334,0.06695899434015207
12.627530876666667,0.2876127498925621,3.8326242196666667,0.47033472193501336,298508330.03333336,17867718.53250707,3.340475173,0.3843735783855971,3151,0,-2.1134093066666666,0.05041152772627387
12.156187156666666,0.44102408991306236,6.672247794666666,0.688832883290478,367510859.46666664,37818222.10545014,1.8402137593333334,0.1906194416687487,3217,0,-2.5242493383333335,0.08206771565857862
12.645154043333333,0.28443056243392634,3.253154996,0.35436552701775503,637925901.7333333,24535319.723648906,3.92882531,0.3961610443079575,3234,0,-1.7125113373333334,0.03152713973995863
12.65177806,0.2800708912854766,2.2476008,0.15576349234506648,178077386.63333333,1920349.415517201,5.652133479333333,0.35304770237152455,3260,0,-2.281524134666667,0.03668954273017572
12.608124843333334,0.3027325927369438,4.2542403643333335,0.537194558861703,2167363128.3333335,157732695.37675616,3.0079398106666666,0.36226542348832114,3261,0,-1.3176851596666668,0.06225248609928783
12.55921034,0.3217942724643766,4.90719308,0.6191832695580394,133717290.63333334,11798662.26865896,2.5980552766666665,0.3177278908377167,3270,0,-2.639323254,0.07562036904674103
12.64768367,0.28273516269600885,1.9936546353333333,0.11945514490433284,324762356.7,2766878.6269566747,6.362683465666667,0.3370110915422714,3275,0,-2.09086837,0.04564102341721081
12.64765351,0.28455206061373,2.86133968,0.26872927679363695,100723499.16666667,2499084.441957676,4.455069657666667,0.38557213802294743,3424,0,-2.488565529666667,0.02447192450440065
12.629657093333334,0.2885558872044593,3.778595729,0.459464977718629,1107002980.7333333,63451107.86764838,3.3879962003333333,0.386520834955445,3440,0,-1.5364508813333333,0.04871787792132942
