1.treedepth__,2.treedepth__,3.treedepth__,4.treedepth__,5.treedepth__,6.treedepth__,1.divergent__,2.divergent__,3.divergent__,4.divergent__,5.divergent__,6.divergent__,1.energy__,2.energy__,3.energy__,4.energy__,5.energy__,6.energy__,1.accept_stat__,2.accept_stat__,3.accept_stat__,4.accept_stat__,5.accept_stat__,6.accept_stat__,1.stepsize__,2.stepsize__,3.stepsize__,4.stepsize__,5.stepsize__,6.stepsize__,1.n_leapfrog__,2.n_leapfrog__,3.n_leapfrog__,4.n_leapfrog__,5.n_leapfrog__,6.n_leapfrog__
7,7,7,7,7,7,0,0,0,0,0,0,2823.93,2880.46,2835.07,2798.21,2783.75,2819.29,0.808579,0.982548,0.79227,0.919438,0.952769,0.471662,0.0512787,0.0446207,0.05311,0.0524125,0.0456794,0.0496025,127,127,255,127,127,127
7,7,6,7,7,7,0,0,0,0,0,0,2840.59,2772.26,2786.87,2858.1,2767.53,2798,0.871439,0.961411,0.997627,0.905327,1,0.795712,0.0512787,0.0446207,0.05311,0.0524125,0.0456794,0.0496025,127,127,63,255,127,127
7,7,7,9,7,7,0,0,0,0,0,0,2817.97,2814.59,2800.71,2837.93,2819.71,2730.64,0.782078,0.994494,0.6812,0.940012,0.96551,0.945438,0.0512787,0.0446207,0.05311,0.0524125,0.0456794,0.0496025,127,127,127,639,127,127
7,7,8,7,7,7,0,0,0,0,0,0,2789.66,2739.78,2778.92,2786.27,2808.5,2785.52,0.819682,0.793085,0.986194,0.685212,0.584679,0.894098,0.0512787,0.0446207,0.05311,0.0524125,0.0456794,0.0496025,127,127,383,127,127,127
7,7,7,6,7,7,0,0,0,0,0,0,2795.89,2726.98,2837.49,2852.97,2832.86,2760.03,0.94186,0.999647,0.74653,0.475865,0.994725,0.960071,0.0512787,0.0446207,0.05311,0.0524125,0.0456794,0.0496025,127,127,191,63,127,127
7,7,6,7,7,7,0,0,0,0,0,0,2779.94,2748.49,2878.64,2796.14,2794.12,2746.48,0.950507,0.744986,0.662674,0.894645,0.577688,0.984044,0.0512787,0.0446207,0.05311,0.0524125,0.0456794,0.0496025,127,127,63,255,127,127
7,7,7,7,7,7,0,0,0,0,0,0,2748.02,2780.47,2858.96,2837.01,2838.55,2875.05,0.806097,0.735412,0.998609,0.986659,0.912381,0.89466,0.0512787,0.0446207,0.05311,0.0524125,0.0456794,0.0496025,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,2756.49,2866.37,2816.64,2852.58,2812.34,2859.2,0.960854,0.839635,0.815168,0.969357,0.973722,0.899801,0.0512787,0.0446207,0.05311,0.0524125,0.0456794,0.0496025,127,127,191,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,2799.37,2852.57,2809.19,2826.71,2830.46,2867.52,0.851255,0.699894,0.684209,0.638292,0.977689,0.434349,0.0512787,0.0446207,0.05311,0.0524125,0.0456794,0.0496025,127,127,255,127,127,127
7,7,6,7,7,7,0,0,0,0,0,0,2847.56,2839.4,2782.14,2785.26,2791.4,2874.98,0.589455,0.933909,0.916522,0.994478,0.965491,0.967906,0.0512787,0.0446207,0.05311,0.0524125,0.0456794,0.0496025,127,127,127,127,127,127
