t_sf_np,t_sf_sd_np,tau_np,tau_sd_np,A_np,A_sd_np,x_np,x_sd_np,id_np,id_sd_np,logSFR_today_pred_np,logSFR_today_pred_sd_np
10.812265618666666,1.6163011336495163,4.110572270333333,0.9083993973341342,1034023327.8,104831322.03503716,2.698052662,0.3938958903950671,3148,0,-1.5640502981666666,0.19148166018539176
13.74876917,0.049611267904659216,1.0041379753333333,0.003998965308448695,102625150.16,794640.840297978,13.692324546666667,0.07284015713700935,3161,0,-4.322560567333333,0.0237250010418113
10.808728054,1.6095476028752957,4.1139752383333335,0.9076722436833509,3242644739,328194185.36252093,2.694280038,0.391069609291614,3223,0,-1.0684218678976667,0.19041575818344625
12.206885975,1.402239308239675,2.5125481366666667,0.4202749687225723,30365638273.333332,571332540.041433,4.916752391,0.42275298040390896,3298,0,0.030398327730940332,0.11796743078696267
12.211088270333333,1.3879678673873883,2.252819968,0.3533673917237744,2470720433.6666665,31269722.915001545,5.470438494333333,0.40091839899859694,3365,0,-1.0847004741,0.11228558655665001
9.948973681666667,1.5787108868254107,4.187052767,0.9360700493559571,4327353550.666667,525361899.65509784,2.437749754,0.37289370299896996,3461,0,-0.9509407183596666,0.1988345970878246
12.116325903,1.371666244088227,3.2623367716666665,0.6072847434799346,28355458.45,1316259.586443556,3.7828168803333333,0.43287833118512414,3595,0,-3.030279016666667,0.1337423610051952
12.178790256,1.4175867792892662,2.0794409523333335,0.32335464286915466,10013245461.333334,102614907.63754952,5.9051933703333335,0.39777571338074763,3649,0,-0.5089609792453333,0.11273164132351886
12.212420306333334,1.3869364667892639,2.5516849883333332,0.4256606648116143,84264822.29666667,1653377.6235587343,4.8438975756666665,0.41949349030124344,3733,0,-2.525329952,0.11713179517076348
8.975439412,1.4967720550944839,4.2128824043333335,0.9664632905657288,1086254621,161038262.59304047,2.1909838316666668,0.36557909569445474,3783,0,-1.5591118638666666,0.2092635902587656
5.154471788,0.8989713503426945,4.165868923333333,0.9611462093141796,1906107595.4333334,548935270.391631,1.284450361,0.2829948241518533,3916,0,-1.4651395097333333,0.2317795221447882
9.268055065333334,1.537958364457459,4.204347292,0.9667662749877872,1732901905.6666667,240592112.560933,2.2654769376666666,0.36550984384934215,4067,0,-1.3516494127333334,0.20842368376478376
6.815750084666667,1.160422769525857,4.192775268,0.9622700960584752,26922610.476666667,5895634.209984127,1.6790193821333332,0.3253604535051126,4126,0,-3.2137264413333333,0.21903417259533128
9.756057294,1.5757433901363327,4.197333598666667,0.9497933390285936,92603195730,11726954089.443884,2.3860240453333335,0.37138153873985963,4131,0,0.3780033791301333,0.20274440779043143
12.181086057,1.4009179424448879,1.9627730586666667,0.2945969736049345,167598679733.33334,1517886523.320892,6.250490255666667,0.3880414385143827,4157,0,0.6787349439333333,0.1110608537396874
12.240450740666667,1.365263238060677,2.3877834306666665,0.3794012760060492,33606229283.333332,514927076.11267006,5.179090424666667,0.4103549277018647,4191,0,0.062395100215699335,0.1123996543579541
4.586020389333333,0.8237861480365509,4.146106890666666,0.9634335204073606,9405611.663,3012336.0641559465,1.1504259047,0.26708876628350753,4239,0,-3.8248680233333334,0.23687762899527554
10.673061178333333,1.5847775044835744,4.146869074,0.9016481423158559,5494018823,570430897.1008878,2.637264777,0.38205495217043434,4534,0,-0.845061608207,0.18816872450564953
11.208476711333333,1.5652462502351232,4.02123222,0.8606852643367918,22582586696.666668,2045850866.8040774,2.8558118653333335,0.4008688792513153,4539,0,-0.215142320801896,0.17968453106188742
12.164583113,1.427677277647815,2.064024484,0.31980295976276213,1687820057.3333333,16812361.987752736,5.940553424666667,0.38965731586994745,4614,0,-1.2840564697,0.11407700756288197
11.791405500333333,1.4529924627548223,3.714964440666667,0.7514275252088621,2268630076,158451673.4111943,3.2462156826666666,0.424556645559895,4883,0,-1.1761639024,0.15664231306052026
8.175040143333334,1.3824535445908763,4.202327627,0.9641869623403322,358725539.6666667,61203430.318678916,2.0031109527333335,0.35187093588734486,5199,0,-2.0486499062666668,0.21327168562901558
4.491988692666666,0.8051502813643572,4.150671908666666,0.9561156877213834,4209430888.3333335,1358338860.2250988,1.1249091495,0.2601328914517239,5442,0,-1.187466363723,0.23475812043027325
