t_sf,t_sf_sd,tau,tau_sd,A,A_sd,x,x_sd,id,id_sd
10.807248595416667,1.5801792308005234,4.1082809,0.8931594366752239,1034047209.0833334,103692372.46521606,2.69549561875,0.38582478882981364,3148,0
13.748453954166667,0.04991412718561511,1.0041687720833334,0.004072718776359795,102631897.975,804053.5743679241,13.691593145833334,0.07275262418715438,3161,0
10.815325107083334,1.6046172405203742,4.1133056675,0.9072316968056082,3240222264.5833335,326812183.6098663,2.6967646329166666,0.3912323177559287,3223,0
12.220447690833334,1.3879105800373603,2.512938489166667,0.41358574816171734,30361467250,559809024.4792708,4.919110167916667,0.41641098951781874,3298,0
12.20870647875,1.385359630867715,2.251125025,0.3536352365724186,2470863998.75,31592806.251151275,5.474440103333333,0.40747439677652203,3365,0
9.939125835416666,1.601870431780895,4.18518354375,0.9538959638761932,4326973840.833333,524290257.1428781,2.438761452916667,0.3765594547174553,3461,0
12.089879922083334,1.4117896024647343,3.254360835,0.6189996776786665,28349314.975,1320879.4004312756,3.7865258945833333,0.4394771329011488,3595,0
12.193680424166667,1.4132101639453283,2.08242168375,0.3210671464380661,10014119659.166666,102712614.01532957,5.902887272083333,0.3944044039474456,3649,0
12.206246392916666,1.4189689030082275,2.548673759166667,0.43222141600809877,84251745.7625,1664781.5036469991,4.8489603783333335,0.4236721517188589,3733,0
8.98061469375,1.515663833913265,4.207927354583333,0.9713278019527614,1084370085.3333333,159980932.5144158,2.1948134208333334,0.3648099457680488,3783,0
5.145818034166667,0.9060953326773429,4.14801282875,0.9647311561922701,1901453532.625,553093300.0412691,1.2882938985,0.2855950705213866,3916,0
9.28097074125,1.5450660583554212,4.21274265375,0.9680884748233322,1733864777.9166667,239930440.42541954,2.2644861679166666,0.3680064671756772,4067,0
6.811089685833333,1.175505400903277,4.193384226666667,0.9781490905585237,26929123.166666668,5894861.448042732,1.6787730194583332,0.32601338941174673,4126,0
9.794738423333333,1.5681460107347829,4.205480100416667,0.9365758490530921,92440482654.16667,11470794246.060959,2.3883535366666666,0.36535654220639624,4131,0
12.193810162083333,1.3878638606475324,1.9656531533333332,0.2920813733066658,167595460166.66666,1516050936.2369804,6.246975022083333,0.38643266985278935,4157,0
12.235400619583332,1.3697220850892293,2.3878941175,0.38117227298099726,33607028758.333332,516122957.97766507,5.177111077916667,0.4112332035559589,4191,0
4.584920882916666,0.8228012201602647,4.142831716666667,0.9787187130538996,9400298.815,3052328.9754849635,1.1526150891666667,0.268942443921971,4239,0
10.647286960833334,1.5961933749259738,4.12936255125,0.9058397668526311,5485464202.083333,567029944.4096175,2.643484721666667,0.3853658751447916,4534,0
11.21566977875,1.5714881288173765,4.024056565833333,0.8692744405327574,22579157625,2054348018.467027,2.858103488333333,0.4070448016225243,4539,0
12.165129684583333,1.4382828442200135,2.064262064583333,0.32327204634810225,1687875574.1666667,16984570.14654655,5.94162826875,0.3949348159098001,4614,0
11.78940325125,1.4585722290998753,3.70994690875,0.7503710452824754,2267237683.75,157799730.9461989,3.250060437916667,0.42489933474387803,4883,0
8.15889264375,1.3644686617298538,4.19400103,0.9614503389019137,358273954.5,59584648.716190234,2.0028226070833335,0.3466063382897759,5199,0
4.500711404583333,0.815748409899666,4.14717389875,0.9635777528964293,4199078619.5833335,1380965717.2418444,1.1284949626666667,0.26269429406141,5442,0
