t_sf_np,t_sf_sd_np,tau_np,tau_sd_np,A_np,A_sd_np,x_np,x_sd_np,id_np,id_sd_np,logSFR_today_pred_np,logSFR_today_pred_sd_np
11.989667457,1.4098721358115427,3.5116504936666666,0.6843669094961415,620922965.1,36597414.67920271,3.4855374243333332,0.4302340839799305,3402,0,-1.7158353330333334,0.14554630553934897
12.191305001333333,1.3645004900920636,3.0086889456666666,0.5369310877070321,207124.2153,7392.712461800743,4.117742662333334,0.4329280275204826,4003,0,-5.146474677,0.12626670219367062
12.184382138333334,1.3529510001384861,3.052669835,0.5477692550963867,2693506.7686666665,101147.0664176013,4.057996841333333,0.43474829622592565,4096,0,-4.035733921333334,0.12580906712470624
12.168787508333333,1.3896085782170113,1.8183948966666668,0.26339915513450973,717296.8186666666,5978.030648265302,6.731880640666667,0.37124926869976893,4104,0,-4.748886054,0.10897667643354991
12.223414786333333,1.3669866095153582,2.731463475,0.4661145613830991,211844.39653333335,5361.50997319484,4.536559586666667,0.4299532127255014,4262,0,-5.125282994333333,0.11881787669756629
7.498626490666667,1.2715335235509004,4.194166131666667,0.9663964615436577,4215592484.6666665,812424965.2010512,1.8440552883666668,0.33946066607813596,4407,0,-0.9930841316186667,0.21704997068770548
11.015640502,1.5553455374370253,4.085958834333334,0.8686179726547023,3043759.793666667,290886.7007471405,2.7608516956666667,0.39055658763156564,4495,0,-4.094964478,0.17959621014332153
12.19972515,1.4036020270403982,2.2817166043333335,0.364286491842795,619602.5508,8226.278961790964,5.398910309333333,0.406527379915808,4825,0,-4.6798115356666665,0.11420564476543299
8.359103874333334,1.404680274932999,4.207847649,0.9616505223894471,6186505.033333333,1028363.845922197,2.0445001260333333,0.35344256362042303,5197,0,-3.8103331153333335,0.21128795239735979
10.472608592,1.615693706742322,4.152584045,0.9228734038716255,132718.07432666665,14383.433451068684,2.5861106233333335,0.381625080875838,5268,0,-5.460030641333334,0.19522751479377365
12.223595257666666,1.3861436866136756,2.689616319,0.4613181316984929,913645.4952666666,22069.157888879865,4.607278349,0.4342020025773783,5766,0,-4.489895676,0.12022938811228817
9.595341066333333,1.5543840387459196,4.202473455333333,0.9542267225469364,14236322.126666667,1858303.6381810158,2.344772251333333,0.3691055644619328,5839,0,-3.436329622,0.2034882172975209
11.770969647666666,1.4603931772463437,3.737991957333333,0.7535688888504866,2774846.388333333,193488.4296227877,3.21971686,0.4183698369035959,5898,0,-4.091427091666667,0.15814046077133254
12.194602428666666,1.3668076065860948,2.9391354163333334,0.5221960905052794,227257.3037,7548.63367605106,4.2151967133333335,0.43758116640217065,5920,0,-5.101638508333333,0.12452191064025338
11.159065326,1.5954031267998987,4.018456134,0.881372288250966,488309.2112,44834.17393574249,2.848209597,0.40423564224722897,6095,0,-4.877716256333334,0.18527090085354758
6.748756231,1.1489324000014058,4.1922764416666665,0.9632029108392668,2598973.1736666667,569350.3038037999,1.6626099912666668,0.32180350581651146,6107,0,-4.231749168,0.21914221725525007
12.211047648333333,1.398353586643701,2.346418681333333,0.37737717671304827,214175.85813333333,3099.1066662203593,5.257541638,0.40876503870823633,6158,0,-5.1341657566666665,0.11460642542341333
12.231515117333334,1.3503755675338545,2.713987558,0.457392068449384,379039.67603333335,9331.26317841065,4.566865534,0.42571485553756405,6208,0,-4.873015097333333,0.11694838082819475
11.776087232333333,1.4653059454610302,3.7461341426666666,0.7613307170239539,28069.22907,2015.909175880397,3.216127606666667,0.4256618021425132,6297,0,-6.088196617666667,0.15894876169438363
12.185163644333333,1.3797308415108709,1.9419987756666666,0.28572680867128564,75983069106.66667,675616591.3693602,6.316924737333333,0.3795539013652814,6559,0,0.3271206535933333,0.10899854686959935
12.226043147666667,1.3687652974686348,2.609774308,0.43578149772440594,257795.69946666667,5555.11006376475,4.743440708333333,0.422969454385601,6620,0,-5.039805703,0.11643474574750601
12.212382632,1.399936783824966,2.1803408176666665,0.3398471651117738,1336684.0703333332,15301.346136931003,5.650487251666667,0.4007395800766353,6631,0,-4.3645176186666665,0.11268292439796553
12.207090149,1.3990906803744536,2.5305390443333335,0.42296942141970334,83868330.02333333,1611225.9452435032,4.882278442666666,0.422059232289387,6648,0,-2.5275974256666665,0.11815116833191035
12.025526584666666,1.4108909696918024,3.413932916,0.6596360455293426,59998675.39333333,3234509.965393272,3.594023030333333,0.43374864525889784,6696,0,-2.7186949913333334,0.14298263629376812
11.995165537,1.4077494448468593,3.495622507333333,0.6795406854487713,847713.4244,48972.912232316434,3.5025833703333333,0.4293626182318026,6864,0,-4.578476390666666,0.14504846606421926
