PGC,RA_HEC,DEC_HEC,F_ASTROM,D_v2,E_D_v2,logSFR_HECv2,logSFR_HECv2_origin,logSFR_HECv2_method,logM_star_HECv2,logM_star_HECv2_origin,logM_star_HECv2_method,Metal_v2,Metal_v2_method,U_v2,G_v2,R_v2,I_v2,Z_v2,Y_v2,U_E_v2,G_E_v2,R_E_v2,I_E_v2,Z_E_v2,Y_E_v2,Optical_phot_origin_v2,Optical_phot_QF_v2,Activity_class,Activity_class_method,SFG_prob_v2,AGN_prob_v2,LIN_prob_v2,COMP_prob_v2,PASS_prob_v2,Duplication_flag,Blending_flag,Star_contamination,WC_notes,Notes,logSFR_total,SFR_total,logM_total,M_total,sSFR,logsSFR,ID
49718,209.602518,22.926829,0,44.96025224429548,11.062478,-0.8387521252812321,L19,WISE4,8.851247874718768,L19,W4W1,8.435332104205317,O3N2/C20,16.257823944091797,15.4210205078125,15.020984649658203,14.835338592529297,14.713595390319824,17.669900894165,0.015046321786940098,0.003328182501718402,0.0030267005786299706,0.016911571845412254,0.01050588395446539,0.0216930005699396,NNNNNP,111113,0.0,SoDDA,1.0,0.0,0.0,0.0,,,,,,,-0.8387521252812321,0.14495989799136913,8.851247874718768,7.09982876939831E8,2.0417379446695313E-10,-9.69,3744
5064904,32.688634,-0.802429,0,48.83758634743372,11.789396,,,,7.210458965352235,K23,u_r_SDSSDR17_noEBV,,,19.607728958129883,18.767784118652344,18.52253532409668,18.350345611572266,18.432397842407227,18.9587001800537,0.10686066746711731,0.016784291714429855,0.021664466708898544,0.03460099175572395,0.11099965125322342,0.0524559989571571,NNNNNP,111111,,,,,,,,,,,,,,,7.210458965352235,1.6235249432336345E7,,,3761
135784,178.42838,-1.659878,0,49.45627356163295,11.90519,-2.176824105571054,S18,UVOIR-SED,8.638553708844537,S18,UVOIR-SED,8.516119890798201,O3N2/C20,17.08963,16.35161,16.17856,16.29296,16.37406,16.0727996826172,0.02585239,0.006245997,0.006896834,0.009527231,0.02882243,0.0111830001696944,SSSSSP,111111,0.0,SVM3d,,,,,,,,,,,-2.176824105571054,0.006655426543114075,8.638553708844537,4.350645613835191E8,1.5297560715930544E-11,-10.81537781441559,3832
32540,162.833043,14.023429,0,48.7473,6.4967,-0.31434444892302515,L19,FUV+WISE4,9.635655551076974,L19,SSFRLIKE,8.63383470120412,O3N2/C20,15.390490531921387,14.515552520751953,14.12267780303955,13.886862754821777,13.857319831848145,,0.015317322686314583,0.042605504393577576,0.007890034466981888,0.004031091928482056,0.017785444855690002,,NNNNNM,111112,0.0,SoDDA,0.9983,2.0E-4,0.0,0.0015,,,,,,,-0.31434444892302515,0.48490375930619445,9.635655551076974,4.32170930386225E9,1.1220184543019652E-10,-9.95,3841
49734,209.595991,22.887994,0,44.642236943808584,11.002731,-0.6645124373865369,L19,FUV+WISE4,9.295487562613463,L19,SSFRLIKE,8.458612926045465,O3N2/C20,15.718223571777344,14.840346336364746,14.368221282958984,14.141799926757812,14.045671463012695,,0.011638089083135128,0.004193939734250307,0.0021457066759467125,0.0025322334840893745,0.008478580974042416,,NNNNNM,111112,0.0,SoDDA,1.0,0.0,0.0,0.0,,,,,,,-0.6645124373865369,0.21651478726103482,9.295487562613463,1.9746383286290255E9,1.0964781961431853E-10,-9.959999999999999,3860
55964,236.39461,17.700089,0,49.49387148204065,11.912303,-0.8348126998140709,L19,FUV+WISE4,9.665187300185929,L19,SSFRLIKE,8.661369499326115,MZ/C20,16.14165,15.0167,14.40916,14.01136,13.73521,13.7952003479004,0.009155282,0.002522038,0.002301676,0.002353606,0.00428599,0.00220600003376603,SSSSSP,111111,,,,,,,,,,,,,-0.8348126998140709,0.1462807910356623,9.665187300185929,4.625804776038337E9,3.16227766016838E-11,-10.5,3893
975060,8.1305,-10.689431,0,45.801840831101686,11.22038,-2.8169587056679157,S18,UVOIR-SED,8.071019104731553,S18,UVOIR-SED,,,18.297208786010742,17.658037185668945,17.252029418945312,17.013654708862305,16.92534637451172,17.3577995300293,0.10536162555217743,0.02724313735961914,0.027228577062487602,0.03269107639789581,0.16335785388946533,0.0222960002720356,NNNNNP,111111,,,,,,,,,,,,,-2.8169587056679157,0.0015241976732822977,8.071019104731553,1.1776577778650649E8,1.2942619680612673E-11,-10.887977810399468,3934
150331,114.815749,-62.234528,0,42.14754599096029,10.534146,-0.02186094270506618,L19,WISE4,9.538139057294934,L19,FIXEDUL,8.634330010104499,MZ/C20,,,,,,,,,,,,,MMMMMM,222222,,,,,,,,,,,,,-0.02186094270506618,0.9509092177319507,9.538139057294934,3.452542690370758E9,2.754228703338163E-10,-9.56,4007
3545711,176.516886,11.58131,0,45.40595918156514,11.146123,-0.7945255504777078,K23,EBV,9.158229099156657,K23,u_r_SDSSDR17_EBV,8.416888862133185,O3N2/C20,16.31877,15.42863,14.89141,14.67867,14.47383,14.5775003433228,0.007493315,0.002626782,0.002524017,0.002724333,0.005366116,0.00260500004515052,SSSSSP,111111,0.0,SoDDA,1.0,0.0,0.0,0.0,,,,,,,-0.7945255504777078,0.16049978298475967,9.158229099156657,1.439557773945674E9,1.1149242211019216E-10,-9.952754649634365,4097
53043,222.824371,58.978061,0,43.0496,5.9375,-0.7567298344816378,L19,FUV+WISE4,9.90327016551836,L19,SSFRLIKE,8.738268633098556,O3N2/C20,14.821609497070312,13.33249282836914,12.566377639770508,12.10649585723877,11.822233200073242,,0.010979728773236275,0.0013865367509424686,0.002295431913807988,0.0044011762365698814,0.00301874871365726,,NNNNNM,111112,3.0,SVM3d,,,,,,,,,,,-0.7567298344816378,0.17509355703196486,9.90327016551836,8.003319699696942E9,2.18776162394956E-11,-10.659999999999998,4105
3301905,204.27075,-1.4195,1,50.15244796610185,12.035495,,,,7.55635638301619,K23,u_r_SDSSDR17_noEBV,8.103067805102032,MZ/C20,19.767955780029297,18.757083892822266,18.415164947509766,18.178464889526367,18.75698471069336,18.3213996887207,0.18698960542678833,0.024052107706665993,0.02779572829604149,0.039541613310575485,0.22879885137081146,0.0315200015902519,NNNNNP,111111,,,,,,,,,,,,,,,7.55635638301619,3.600446674175681E7,,,4110
55995,236.60115,59.215329,0,44.81920590184967,11.036018,,,,,,,,,16.2153377532959,15.289224624633789,14.957867622375488,14.777400016784668,14.765323638916016,19.6613998413086,0.08037478476762772,0.010052241384983063,0.004728873260319233,0.01778716780245304,0.022648990154266357,0.0838420018553734,NNNNNP,111111,,,,,,,,,,,,,,,,,,,4118
790062,193.526374,-24.42721,0,48.30009720500354,11.68868,-0.845550324128931,L19,WISE4,8.71444967587107,L19,W4W1,8.424733991606095,MZ/C20,,16.685046948908997,18.287559173074726,,,17.0823993682861,,0.0027822733264530656,0.007138016202093735,,,0.0175659991800785,MPPMMP,211221,0.0,PH,0.8297630740441149,0.05230640217381832,0.03589615183280362,0.04660629076941758,0.03542808117984557,,,,,,-0.845550324128931,0.14270844563316185,8.71444967587107,5.181430483975323E8,2.754228703338163E-10,-9.56,4121
29815,153.440246,-52.287084,0,41.115,7.5737,-0.5902345359026107,L19,WISE4,9.749765464097388,L19,W4W1,8.67802273613386,MZ/C20,,,,,,,,,,,,,MMMMMM,222222,,,,,,,,,,,,,-0.5902345359026107,0.25690080438770574,9.749765464097388,5.620377210011918E9,4.5708818961487634E-11,-10.339999999999998,4149
56000,236.598273,-62.189941,0,42.8549,7.8942,,,,,,,,,,,,,,,,,,,,,MMMMMM,222222,,,,,,,,,,,,,,,,,,,4165
5808799,226.311665,32.603332,1,41.741965734385126,10.457899,,,,7.680333321981088,K23,u_r_SDSSDR17_noEBV,8.137735633268798,MZ/C20,17.98049,17.59751,17.1862,17.16984,17.35619,,0.1013336,0.0185086,0.0314681,0.0483299,0.1164515,,SSSSSM,111112,,,,,,,,,,,,,,,7.680333321981088,4.789975829902751E7,,,4193
56007,236.627554,-68.024245,1,48.21634127241907,11.673032,-0.9340428193327456,L19,WISE4,9.855957180667255,L19,W4W1,8.69721321830336,MZ/C20,,,,,,,,,,,,,MMMMMM,222222,,,,,,,,,,,,,-0.9340428193327456,0.11640112578795887,9.855957180667255,7.17723523719053E9,1.621810097358926E-11,-10.790000000000001,4202
29836,153.497311,-25.639854,0,45.23217390603543,11.113405,-1.0839895688253394,L19,FUV+WISE4,8.90601043117466,L19,SSFRLIKE,8.476520859663363,MZ/C20,,16.338702025614737,15.949102162051926,15.731185987238446,15.64446679580651,15.9358997344971,,0.005285922653337807,0.004358221106254809,0.003298571461230587,0.005740334164056929,0.0106149995699525,MPPPPP,211111,0.0,PH,0.6035372303865205,0.2009234569707042,0.07632898727438646,0.06311335096029921,0.05609697440808961,,,,,,-1.0839895688253394,0.08241579099498993,8.90601043117466,8.053977855481888E8,1.0232929922807542E-10,-9.99,4267
2138,8.914488,-20.125304,0,50.3501,9.2748,-0.29226971887203435,L19,NUV+WISE4,9.987730281127966,L19,SSFRLIKE,8.718141234379605,MZ/C20,14.780454635620117,13.722097396850586,13.149170875549316,12.782404899597168,12.47137451171875,12.7393999099731,0.02965676598250866,0.005233047064393759,0.004257352091372013,0.0021164552308619022,0.007818040437996387,0.00100199994631112,NNNNNP,111111,,,,,,,,,,,,,-0.29226971887203435,0.5101880489427886,9.987730281127966,9.721432860347954E9,5.24807460249772E-11,-10.280000000000001,4382
1334892,349.427015,7.939389,1,49.418139005462606,11.898078,-2.0388653620904327,K23,noEBV,8.794752960287889,K23,u_r_SDSSDR17_noEBV,8.446556297709712,MZ/C20,18.3482,17.06693,16.62105,16.37718,16.29019,17.4776992797852,0.04247505,0.01607511,0.01519191,0.0103856,0.02656567,0.020346999168396,SSSSSP,111111,,,,,,,,,,,,,-2.0388653620904327,0.009143966744414117,8.794752960287889,6.233801373128833E8,1.4668363967818614E-11,-10.833618322378321,4386
924475,78.494833,-14.449472,0,48.54600944626714,11.73477,-1.5399613866955884,L19,WISE4,9.690038613304413,L19,W4W1,8.666381630640403,MZ/C20,,15.43946912785397,14.667206303619343,14.201481228191184,13.87513487158901,13.9006996154785,,0.001166056118701912,7.350612103048698E-4,5.413454836327805E-4,8.80184576511626E-4,0.00145600002724677,MPPPPP,211111,4.0,PH,0.020609286583318575,0.06011422032734924,0.4283557515868551,0.04537548205491195,0.4455452594475651,,,,,,-1.5399613866955884,0.028842879349758942,9.690038613304413,4.898223677444819E9,5.8884365535558725E-12,-11.23,4408
2323111,169.615374,48.682242,0,42.22631098899802,10.548942,,,,,,,,,18.79807,17.73231,17.27414,17.1107,16.76198,17.3138999938965,0.03545034,0.00759319,0.007649503,0.009013371,0.02844643,0.0193000007420778,SSSSSP,111111,,,,,,,,,,,,,,,,,,,4432
3300653,206.7681,2.1551,1,42.303470539890135,10.563451,,,,8.167344022383162,K23,u_r_SDSSDR17_noEBV,8.273651990533075,MZ/C20,19.77711,19.34501,18.33497,17.9166,17.68627,17.2794990539551,0.1946951,0.01492669,0.009721433,0.01002065,0.03384334,0.0187129992991686,SSSSSP,111111,,,,,,,,,,,,,,,8.167344022383162,1.4700903350847557E8,,,4439
150815,118.103791,1.648944,0,50.00954725455674,12.008751,-0.8130479232092482,L19,WISE4,9.256952076790752,L19,W4W1,8.56773265835665,MZ/C20,,15.361435469911125,14.838086094511707,14.56991883821903,14.340303101936373,14.4483003616333,,0.001064918635305063,0.001217413849824275,0.00100795299113318,0.0014693241564339352,0.00270200008526444,MPPPPP,211111,0.0,PH,0.8204226192529129,0.05249498855713613,0.035587668915804116,0.05698677570168222,0.03450794757246464,,,,,,-0.8130479232092482,0.15379849185062508,9.256952076790752,1.806974720286865E9,8.511380382023768E-11,-10.07,4456
29904,153.700542,-43.530222,0,41.94876731956241,10.496877,-1.1177547631361748,L19,FUV+WISE4,9.392245236863825,L19,SSFRLIKE,8.600758980690703,MZ/C20,,,,,,,,,,,,,MMMMMM,222222,,,,,,,,,,,,,-1.1177547631361748,0.07625094613677537,9.392245236863825,2.4674322504743266E9,3.090295432513589E-11,-10.51,4612
29911,153.723827,-23.050694,0,46.1318,11.6845,-0.07270139778158631,L19,FUV+WISE4,10.687298602218414,L19,SSFRLIKE,8.778116047343257,MZ/C20,,14.014223447604419,13.303081993442756,12.78014636452042,12.270962990688247,12.1329002380371,,9.508910352278511E-4,7.932243422366011E-4,3.474306791383398E-4,4.6929748457288803E-4,9.64000006206334E-4,MPPPPP,211111,,,,,,,,,,,,,-0.07270139778158631,0.8458602224035768,10.687298602218414,4.867417533759082E10,1.7378008287493743E-11,-10.76,4679
29915,153.738925,-43.619125,0,42.08860754701884,10.52305,0.0747562112477865,L19,FUV+WISE4,9.864756211247785,L19,SSFRLIKE,8.698712452309,MZ/C20,,,,,,,,,,,,,MMMMMM,222222,,,,,,,,,,,,,0.0747562112477865,1.1878352556485579,9.864756211247785,7.324132816677547E9,1.6218100973589344E-10,-9.79,4707
713114,357.117513,-30.776013,1,43.3935608024268,10.768296,,,,,,,,,,,,,,,,,,,,,MMMMMM,222222,,,,,,,,,,,,,,,,,,,4720
2205,9.246125,-29.549806,0,49.4315666112466,11.900638,-1.6359179613326273,K23,noEBV,8.87990483339572,K23,g_r_PSDR2_noEBV,8.469522212800685,MZ/C20,,15.616757831388448,15.258163588047026,,,,,0.0018165091862225923,0.001607507663938757,,,,MPPMMM,211222,0.0,PH,0.7800930608060487,0.08020723924631079,0.04977086987097154,0.04739326081646609,0.04253556926020273,,,,,,-1.6359179613326273,0.023125015828095067,8.87990483339572,7.584113667399284E8,3.0491388766361954E-11,-10.515822794728347,4746
2206,9.245562,-29.477861,0,50.46567124462169,12.094104,0.8997017301847589,L19,FUV+WISE4,10.22970173018476,L19,SSFRLIKE,8.747923361263112,MZ/C20,,13.639122513330882,12.827848575954082,12.453520624855724,,,,6.474784696063492E-4,3.570010862339852E-4,2.918821579423646E-4,,,MPPPMM,211122,0.0,PH,0.7424199467708416,0.0762287688678027,0.03687913528567012,0.10885455007657259,0.03561759899911321,,,,,,0.8997017301847589,7.937828840335712,10.22970173018476,1.6970777133595234E10,4.677351412871977E-10,-9.33,4755
2215,9.275729,-46.644083,0,46.8328,5.9988,0.06957077924714554,L19,FUV+WISE4,9.669570779247145,L19,SSFRLIKE,8.662260549278143,MZ/C20,,,,,,,,,,,,,MMMMMM,222222,,,,,,,,,,,,,0.06957077924714554,1.1737369569658842,9.669570779247145,4.672730989117599E9,2.5118864315095815E-10,-9.6,4779
29929,153.805785,-15.092761,0,50.45922378357088,12.092966,-0.24082320849489008,L19,FUV+WISE4,9.81917679150511,L19,SSFRLIKE,8.690793200114326,MZ/C20,,15.500548937692537,14.832770667443,,14.253190845740846,13.7058000564575,,0.002371774081606052,0.0021209474795670187,,0.001650597837259546,0.00288900011219084,MPPMPP,211211,,,,,,,,,,,,,-0.24082320849489008,0.5743502196678917,9.81917679150511,6.594422847192188E9,8.709635899560821E-11,-10.059999999999999,4787
928553,73.1952,-14.131178,0,42.43475349515286,10.588202,-0.9977597236266489,L19,WISE4,8.982240276373352,L19,W4W1,8.496824690839492,MZ/C20,,14.977509154168663,14.623784868714717,14.496089727986199,14.32086702854619,14.4967002868652,,8.130663632585914E-4,8.483789568040005E-4,7.908088093231975E-4,0.0019557418900971297,0.00409100018441677,MPPPPP,211111,0.0,PH,0.8198015029833186,0.059568040923403995,0.036170486441812484,0.04962414282564365,0.0348358268258213,,,,,,-0.9977597236266489,0.10051717545725405,8.982240276373352,9.599315732949361E8,1.047128548050898E-10,-9.98,4801
2228,9.306657,-22.586996,0,46.1792,5.8496,-0.2777308279806765,L19,FUV+WISE4,9.882269172019324,L19,SSFRLIKE,8.701653776194378,MZ/C20,15.20315933227539,14.279256820678711,13.754389762878418,13.42314338684082,13.323287963867188,13.9453001022339,0.022471744567155838,0.003851554589346051,0.0041041444055736065,0.006426345556974411,0.020278306677937508,0.00276300008408725,NNNNNP,111101,3.0,PH,0.19252065907449992,0.2692857648779668,0.08466131719175035,0.4011863885809106,0.05234587027487231,,,,,,-0.2777308279806765,0.527556735284837,9.882269172019324,7.625514865055859E9,6.918309709189356E-11,-10.16,4830
128867,311.307123,-53.731535,0,46.244989539690934,11.303456,-1.18985250147259,L19,FUV+WISE4,9.05014749852741,L19,SSFRLIKE,8.514719963294889,MZ/C20,,,,,,,,,,,,,MMMMMM,222222,,,,,,,,,,,,,-1.18985250147259,0.06458735484727306,9.05014749852741,1.1223995878032124E9,5.754399373371563E-11,-10.24,4859
