PGC,RA_HEC,DEC_HEC,F_ASTROM,D_v2,E_D_v2,logSFR_HECv2,logSFR_HECv2_origin,logSFR_HECv2_method,logM_star_HECv2,logM_star_HECv2_origin,logM_star_HECv2_method,Metal_v2,Metal_v2_method,U_v2,G_v2,R_v2,I_v2,Z_v2,Y_v2,U_E_v2,G_E_v2,R_E_v2,I_E_v2,Z_E_v2,Y_E_v2,Optical_phot_origin_v2,Optical_phot_QF_v2,Activity_class,Activity_class_method,SFG_prob_v2,AGN_prob_v2,LIN_prob_v2,COMP_prob_v2,PASS_prob_v2,Duplication_flag,Blending_flag,Star_contamination,WC_notes,Notes,logSFR_total,SFR_total,logM_total,M_total,sSFR,logsSFR,ID
37550,179.217261,50.817015,0,16.575120909160326,5.692675,-1.3429211894163269,L19,FUV+WISE4,8.767078810583673,L19,SSFRLIKE,8.705612628908474,O3N2/C20,14.902609825134277,14.054017066955566,13.650785446166992,12.911197662353516,13.150789260864258,,0.06913786381483078,0.006366684567183256,0.0030537599232047796,0.002492531668394804,0.021788762882351875,,NNNNNM,111112,,,,,,,,,,,,,-1.3429211894163269,0.04540240000363519,8.767078810583673,5.848962145047534E8,7.762471166286923E-11,-10.11,3148
23999,128.351197,54.772252,0,13.490914313181884,5.104028,-6.269009449884014,K23,noEBV,7.897836547365683,K23,u_r_SDSSDR17_noEBV,8.198506792164746,MZ/C20,17.21593,15.99285,15.5696,15.41854,15.41099,14.9358997344971,0.008067423,0.003180465,0.003315731,0.00348558,0.005340907,0.00351900001987815,SSSSSP,111111,,,,,,,,,,,,,-6.269009449884014,5.382580703442818E-7,7.897836547365683,7.903811013382046E7,6.810108053354894E-15,-14.166845997249698,3161
46578,200.192994,22.394985,0,18.278159444316405,6.0172987,,,,7.343472754983226,K23,u_r_SDSSDR17_noEBV,8.30885856304679,O3N2/C20,17.341623306274414,16.52846908569336,16.23250961303711,16.09891700744629,16.122243881225586,16.1807994842529,0.031039655208587646,0.005892158020287752,0.006647288799285889,0.00956256315112114,0.038371916860342026,0.00888700038194656,NNNNNP,111111,0.0,SoDDA,1.0,0.0,0.0,0.0,,,,,,,,,7.343472754983226,2.2053257832126923E7,,,3185
38129,180.960591,14.550268,0,16.788829803466797,4.8879757,,,,7.7084317620732925,K23,u_r_SDSSDR17_noEBV,8.36060494342903,O3N2/C20,18.05897,16.223,15.99136,16.25094,16.49098,18.663200378418,0.05697212,0.007544076,0.009269129,0.02413874,0.0850495,0.0293240007013083,SSSSSP,111111,0.0,SoDDA,1.0,0.0,0.0,0.0,,,,,,,,,7.7084317620732925,5.110127805446673E7,,,3201
37723,179.736334,30.412352,0,12.6995,2.1668,-0.8469011698927167,L19,FUV+WISE4,9.263098830107284,L19,SSFRLIKE,8.696268507581816,O3N2/C20,13.769948959350586,12.88580322265625,12.4537992477417,12.185823440551758,11.9138822555542,14.7142000198364,0.01294753234833479,0.001333779888227582,0.0015249012503772974,0.0020133126527071,0.0335872657597065,0.00428600003942847,NNNNNP,111111,0.0,SoDDA,0.686,3.0E-4,0.1765,0.1372,,,,,,,-0.8469011698927167,0.14226524958226944,9.263098830107284,1.8327314399587054E9,7.762471166286912E-11,-10.11,3223
998340,34.485585,-8.853928,0,19.212194233717362,6.195116,,,,7.50678217754493,K23,u_r_SDSSDR17_noEBV,,,17.9262,16.99355,16.45016,16.3074,16.72845,,0.03210763,0.02018279,0.007470596,0.01236371,0.2146766,,SSSSSM,111112,,,,,,,,,,,,,,,7.50678217754493,3.212049116113039E7,,,3277
1751005,254.56704,25.817172,0,14.316201478996566,5.261646,,,,7.395087275064005,K23,u_r_SDSSDR17_noEBV,8.375602171134922,O3N2/C20,18.49703,17.24174,16.73855,16.50312,16.53963,16.4444999694824,0.03731048,0.006513075,0.006531046,0.009474555,0.02862621,0.0132839996367693,SSSSSP,111111,0.0,SVM3d,,,,,,,,,,,,,7.395087275064005,2.483632161550213E7,,,3290
40051,185.551584,7.144304,0,17.08186149597168,5.181584,-0.40204786962286987,L19,FUV+WISE4,10.34795213037713,L19,SSFRLIKE,8.761514128022855,O3N2/C20,15.13946,13.52695,12.71066,12.37919,12.08943,12.1992998123169,0.01450621,0.00205331,0.002176627,0.001817921,0.002685782,0.00105099997017533,SSSSSP,111111,3.0,SoDDA,0.004,0.0025,0.1724,0.8211,,,,,,,-0.40204786962286987,0.3962343573600968,10.34795213037713,2.228189536038235E10,1.7782794100389204E-11,-10.75,3298
43397,192.459324,2.851861,0,19.9529,3.2174,-1.6337628552130143,L19,FUV+WISE4,9.266237144786986,L19,SSFRLIKE,8.570047713938468,MZ/C20,15.33566,13.80898,13.05803,12.60682,12.41082,14.0214996337891,0.008037923,0.002357356,0.002202092,0.00217039,0.003133437,0.0017119999974966,SSSSSP,111111,0.0,PH,0.8149264271919534,0.05997341955280569,0.0385616908865086,0.05050552669464487,0.03603293567408747,,,,,,-1.6337628552130143,0.023240054639571302,9.266237144786986,1.8460231576746545E9,1.2589254117941655E-11,-10.9,3365
3091844,180.761681,6.501345,0,17.845294952392578,5.7869883,,,,7.6231409278744096,K23,u_r_SDSSDR17_noEBV,8.568431050178365,O3N2/C20,17.284101486206055,16.27511215209961,15.959080696105957,15.780516624450684,15.757034301757812,16.0098991394043,0.03325320780277252,0.027469802647829056,0.004819051828235388,0.006494271103292704,0.034447282552719116,0.00956299994140863,NNNNNP,111111,,,,,,,,,,,,,,,7.6231409278744096,4.198952172218087E7,,,3404
37584,179.322396,49.283283,0,16.9824,3.1283,-0.6540059111142752,L19,FUV+WISE4,9.355994088885724,L19,SSFRLIKE,8.592067956890912,MZ/C20,13.363077163696289,12.553631782531738,12.172672271728516,11.752346992492676,11.816893577575684,,0.01467769593000412,0.003019952215254307,0.0059281401336193085,0.006703576073050499,0.008756629191339016,,NNNNNM,111112,0.0,PH,0.8202733383781229,0.05621095908140361,0.03435972944669596,0.053391462948125676,0.035764510145651796,,,,,,-0.6540059111142752,0.22181662284811113,9.355994088885724,2.2698339573185496E9,9.772372209558114E-11,-10.01,3461
4346258,193.480184,19.259309,0,16.956485748291016,5.0620623,,,,7.231240775885629,K23,u_r_SDSSDR17_EBV,8.2819756372998,O3N2/C20,17.97825,17.16263,16.83787,16.70146,16.82359,16.6872997283936,0.01847037,0.005660446,0.005799595,0.008939486,0.0238711,0.00925100035965443,SSSSSP,111111,0.0,SoDDA,1.0,0.0,0.0,0.0,,,,,,,,,7.231240775885629,1.70310245856964E7,,,3476
1136400,190.371552,-0.719863,0,18.17823476029064,5.9982367,,,,7.273323245157364,K23,u_r_SDSSDR17_noEBV,8.568913116390124,O3N2/C20,19.8346,18.15908,17.69664,17.64197,16.93717,17.7017002105713,0.1406357,0.01264094,0.0146978,0.01899888,0.07879221,0.0242669992148876,SSSSSP,111111,0.0,SVM3d,,,,,,,,,,,,,7.273323245157364,1.8763905849913582E7,,,3559
4002162,183.904596,44.286173,0,16.51243818222442,5.680726,-3.167268124357125,K23,noEBV,7.2849030673591155,K23,g_r_SDSSDR17_noEBV,8.518798029890233,O3N2/C20,17.089805603027344,16.476337432861328,16.16633415222168,15.901988983154297,15.404848098754883,16.701099395752,0.23974491655826569,0.022019749507308006,0.03306257724761963,0.01430455781519413,0.038537267595529556,0.0134800001978874,NNNNNP,111111,0.0,SoDDA,1.0,0.0,0.0,0.0,,,,,,,-3.167268124357125,6.803491956005451E-4,7.2849030673591155,1.9270947460149873E7,3.5304397825142215E-11,-10.452171191716241,3595
4101250,178.978767,40.921826,0,19.44029900833317,6.2386456,,,,6.938038274397916,K23,u_r_SDSSDR17_noEBV,,,18.1249,17.34929,16.96939,16.95379,18.75263,,0.05925965,0.01169331,0.01396682,0.02187406,0.2319276,,SSSSSM,111112,,,,,,,,,,,,,,,6.938038274397916,8670382.845255889,,,3641
