PGC,RA_HEC,DEC_HEC,F_ASTROM,D_v2,E_D_v2,logSFR_HECv2,logSFR_HECv2_origin,logSFR_HECv2_method,logM_star_HECv2,logM_star_HECv2_origin,logM_star_HECv2_method,Metal_v2,Metal_v2_method,U_v2,G_v2,R_v2,I_v2,Z_v2,Y_v2,U_E_v2,G_E_v2,R_E_v2,I_E_v2,Z_E_v2,Y_E_v2,Optical_phot_origin_v2,Optical_phot_QF_v2,Activity_class,Activity_class_method,SFG_prob_v2,AGN_prob_v2,LIN_prob_v2,COMP_prob_v2,PASS_prob_v2,Duplication_flag,Blending_flag,Star_contamination,WC_notes,Notes,logSFR_total,SFR_total,logM_total,M_total,sSFR,logsSFR,ID
52317,219.575478,3.410309,0,25.779521377485178,7.4432526,-0.8492193194413662,L19,FUV+WISE4,8.990780680558634,L19,SSFRLIKE,8.706830749425063,O3N2/C20,14.367984771728516,13.351966857910156,12.931928634643555,12.702359199523926,12.597375869750977,12.4849996566772,0.005854759830981493,0.0017178397392854095,0.0016341980081051588,8.559800335206091E-4,0.004215637221932411,8.58000013977289E-4,NNNNNP,111111,0.0,SoDDA,0.9896,2.0E-4,0.0,0.0102,,,,,,,-0.8492193194413662,0.14150789822271342,8.990780680558634,9.789954662011799E8,1.4454397707459258E-10,-9.84,3152
40119,185.675957,9.332595,0,27.6698,4.852,-0.6555803252389735,L19,FUV+WISE4,9.974419674761025,L19,SSFRLIKE,8.790871878551664,O3N2/C20,14.499570846557617,13.19395923614502,12.448081016540527,11.980061531066895,11.67243766784668,11.8467998504639,0.023277781903743744,0.001988358097150922,0.003586227772757411,0.0014018431538715959,0.003028897801414132,7.91999977082014E-4,NNNNNP,111111,0.0,SVM3d,,,,,,,,,,,-0.6555803252389735,0.22101394406115865,9.974419674761025,9.428002190605083E9,2.3442288153199305E-11,-10.629999999999999,3156
31996,160.983411,28.147174,0,27.4022,6.0582,-1.452843335242863,L19,FUV+WISE4,8.397156664757137,L19,SSFRLIKE,8.565185658564074,O3N2/C20,16.721302032470703,15.767778396606445,15.247666358947754,14.912485122680664,14.601194381713867,,0.06586690247058868,0.009846148081123829,0.030821507796645164,0.014777587726712227,0.04749804362654686,,NNNNNM,000002,,,,,,,,,,,,,-1.452843335242863,0.03524980061027463,8.397156664757137,2.495494774242534E8,1.412537544622754E-10,-9.85,3192
1368772,231.935282,9.699142,0,29.77452490539554,8.200328,-2.7099155146356853,K23,noEBV,8.103081412989926,K23,u_r_SDSSDR17_noEBV,8.418440881436805,O3N2/C20,17.502,16.53522,16.17739,16.02585,16.01034,15.8912000656128,0.02318846,0.004821331,0.005576025,0.005823771,0.01466208,0.00810899958014488,SSSSSP,111111,0.0,SoDDA,1.0,0.0,0.0,0.0,,,,,,,-2.7099155146356853,0.001950223949168295,8.103081412989926,1.2678895225787014E8,1.5381655218680454E-11,-10.812996927625612,3196
31601,159.506781,64.266358,0,28.585913045616913,7.9752827,-0.3880309239959129,K23,EBV,9.465505148752346,K23,u_r_SDSSDR17_EBV,8.582250911993361,O3N2/C20,15.90788,14.29764,13.72945,13.40365,13.16623,13.311900138855,0.005453601,0.001959455,0.001886022,0.001919075,0.002881203,0.0015259999781847,SSSSSP,111111,0.0,SoDDA,0.9434,0.0447,0.0,0.0119,,,,,,,-0.3880309239959129,0.4092315193081965,9.465505148752346,2.9208223876376195E9,1.4010832053337747E-10,-9.853536072748259,3259
4002127,183.679339,10.533053,0,21.595518112182617,7.67194,,,,7.029590974376722,K23,u_r_SDSSDR17_noEBV,8.360224275800055,O3N2/C20,18.80959,18.08182,17.67982,17.51844,17.31129,17.6145992279053,0.04359754,0.009859155,0.009856986,0.0130455,0.04215353,0.017560999840498,SSSSSP,111111,0.0,SoDDA,1.0,0.0,0.0,0.0,,,,,,,,,7.029590974376722,1.070510605966426E7,,,3266
32664,163.202681,0.034526,0,26.67808780795066,7.613673,-1.114965738782666,K23,EBV,8.462690916349393,K23,u_r_SDSSDR17_EBV,8.34059406419379,O3N2/C20,16.15701,15.43847,15.04494,14.92278,14.78533,14.9525995254517,0.00847166,0.002936379,0.002780861,0.003231636,0.009340884,0.00412499997764826,SSSSSP,111111,0.0,SoDDA,1.0,0.0,0.0,0.0,,,,,,,-1.114965738782666,0.07674220284128858,8.462690916349393,2.901956621773408E8,2.644498620878448E-10,-9.577656655132058,3299
4113467,215.931978,5.876831,0,22.659576126047572,6.8509073,-2.95148692092682,K23,noEBV,7.221677414594117,K23,u_r_SDSSDR17_noEBV,8.521741929887837,O3N2/C20,15.755329132080078,14.617969512939453,15.082061767578125,14.25402545928955,14.643760681152344,16.4167003631592,0.04550129175186157,0.00860417541116476,0.03374066203832626,0.008480023592710495,0.0399879589676857,0.0116189997643232,NNNNNP,111111,0.0,SoDDA,1.0,0.0,0.0,0.0,,,,,,,-2.95148692092682,0.001118183498932397,7.221677414594117,1.666009273903482E7,6.711748346469153E-11,-10.173164335520937,3305
23559,125.966748,14.752218,0,28.713927363152617,7.999466,-0.7056869782111973,L19,FUV+WISE4,9.004313021788802,L19,SSFRLIKE,8.485128333769195,O3N2/C20,14.904144287109375,13.993900299072266,13.691292762756348,13.468460083007812,13.37443733215332,13.8638000488281,0.008913558907806873,0.0015553387347608805,0.0016719939885661006,0.003891346976161003,0.01928785629570484,0.00317299994640052,NNNNNP,111111,0.0,SoDDA,1.0,0.0,0.0,0.0,,,,,,,-0.7056869782111973,0.1969305173336066,9.004313021788802,1.009980576698487E9,1.94984459975805E-10,-9.709999999999999,3309
27157,143.429379,33.600321,0,24.74751921001981,7.247511,-2.2911986188858364,K23,noEBV,8.064465965012316,K23,u_r_SDSSDR17_noEBV,8.301586862062422,O3N2/C20,16.314823150634766,15.506902694702148,15.228500366210938,15.06068229675293,15.004053115844727,,0.014909178018569946,0.002587869530543685,0.0029089052695780993,0.00820186361670494,0.009773642756044865,,NNNNNM,111112,0.0,SoDDA,1.0,0.0,0.0,0.0,,,,,,,-2.2911986188858364,0.005114478780659345,8.064465965012316,1.1600213035081081E8,4.408952460780042E-11,-10.355664583898152,3314
