1.treedepth__,2.treedepth__,3.treedepth__,4.treedepth__,5.treedepth__,6.treedepth__,1.divergent__,2.divergent__,3.divergent__,4.divergent__,5.divergent__,6.divergent__,1.energy__,2.energy__,3.energy__,4.energy__,5.energy__,6.energy__,1.accept_stat__,2.accept_stat__,3.accept_stat__,4.accept_stat__,5.accept_stat__,6.accept_stat__,1.stepsize__,2.stepsize__,3.stepsize__,4.stepsize__,5.stepsize__,6.stepsize__,1.n_leapfrog__,2.n_leapfrog__,3.n_leapfrog__,4.n_leapfrog__,5.n_leapfrog__,6.n_leapfrog__
5,5,5,5,5,5,0,0,0,0,0,0,18108.3,18139,18054,17924.5,18016.9,18011.7,0.858085,0.729367,0.89293,0.693351,0.86867,0.986594,0.159222,0.142511,0.144743,0.145963,0.131743,0.158388,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,17991.2,17963.6,18055.1,17988.8,18070.3,17866.8,0.975113,0.799783,0.888138,0.981005,0.932524,0.996935,0.159222,0.142511,0.144743,0.145963,0.131743,0.158388,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,17952.8,18066.9,17998.5,17904.4,18071.5,17987.3,0.905677,0.925498,0.733596,0.909665,0.94496,0.943676,0.159222,0.142511,0.144743,0.145963,0.131743,0.158388,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,17913.8,18025.2,18017.6,17862.6,18073.9,17979.5,0.740006,0.918461,0.637578,0.847077,0.863445,0.96834,0.159222,0.142511,0.144743,0.145963,0.131743,0.158388,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,18000,17922,17927,17960.4,18090.8,17987.5,0.711455,0.895436,0.791368,0.684229,0.798093,0.720184,0.159222,0.142511,0.144743,0.145963,0.131743,0.158388,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,18064.1,17992.5,18023.8,17998.6,18024.5,17964.9,0.677244,0.76922,0.54061,0.949808,0.98186,0.865805,0.159222,0.142511,0.144743,0.145963,0.131743,0.158388,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,17981.8,18018.8,18171.4,17972.3,17906.4,17956.4,0.848914,0.841777,0.944046,0.866652,0.975329,0.824706,0.159222,0.142511,0.144743,0.145963,0.131743,0.158388,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,18035,18026.1,18087.9,18003.8,17895.4,17958.9,0.754085,0.912704,0.790486,0.837674,0.882793,0.540815,0.159222,0.142511,0.144743,0.145963,0.131743,0.158388,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,18063.9,18022.6,17980.3,18051,18054.4,17979.1,0.867276,0.944233,0.973522,0.802137,0.798005,0.922988,0.159222,0.142511,0.144743,0.145963,0.131743,0.158388,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,18037.6,18002.9,17968.3,18032.4,18028.3,17937.1,0.952635,0.981384,0.67516,0.880832,0.951305,0.78166,0.159222,0.142511,0.144743,0.145963,0.131743,0.158388,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,18016.5,18053.3,17975.9,18047.5,17885.4,18059.2,0.80054,0.779236,0.835791,0.956031,1,0.85751,0.159222,0.142511,0.144743,0.145963,0.131743,0.158388,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,18060.2,17956,18111,18055.9,17980.1,18078.7,0.850724,0.925434,0.862129,0.934691,0.863702,0.893392,0.159222,0.142511,0.144743,0.145963,0.131743,0.158388,31,31,31,31,31,31
