1.treedepth__,2.treedepth__,3.treedepth__,4.treedepth__,5.treedepth__,6.treedepth__,1.divergent__,2.divergent__,3.divergent__,4.divergent__,5.divergent__,6.divergent__,1.energy__,2.energy__,3.energy__,4.energy__,5.energy__,6.energy__,1.accept_stat__,2.accept_stat__,3.accept_stat__,4.accept_stat__,5.accept_stat__,6.accept_stat__,1.stepsize__,2.stepsize__,3.stepsize__,4.stepsize__,5.stepsize__,6.stepsize__,1.n_leapfrog__,2.n_leapfrog__,3.n_leapfrog__,4.n_leapfrog__,5.n_leapfrog__,6.n_leapfrog__
5,5,5,5,5,5,0,0,0,0,0,0,5912.41,5948.65,5917.35,5934.4,5951.57,5947.35,0.757772,0.872356,0.726638,0.831236,0.780558,0.966393,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5886.51,5942.75,5908.98,5935.52,5970.85,5851.54,0.776371,0.992849,0.826276,0.751302,0.940978,0.968358,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5912.45,6016.77,5919.32,6008.52,5991.52,5873.85,0.619368,0.761854,0.842523,0.958179,0.893147,0.844354,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5956.59,5998.9,5938.51,5964.15,5875.13,5893.17,0.715103,0.995759,0.92739,0.853929,0.969219,0.547191,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5968.55,5916.67,5952.24,5918.73,5902.24,5955.13,0.942692,0.990646,0.741806,0.976749,0.62466,0.763577,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5891.83,5918.22,6009.84,5949.5,5932.15,5923.18,0.870347,0.791988,0.776408,0.767637,0.836121,0.92031,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5968.47,5942.13,5926.31,5974.99,5945.06,5934.11,0.900391,0.992552,0.990848,0.610388,0.771344,0.994914,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5918.75,6031.86,5886.4,5937.94,5960.9,5971.7,0.981991,0.529039,0.731447,0.898915,0.721604,0.831401,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5919.08,6037.68,5928.83,5887.69,5919.09,5991.99,0.777714,0.988248,0.715326,0.977821,0.879321,0.912188,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5944.45,5957.61,5895.46,5897.88,5915.02,5986.82,0.612953,0.972225,0.920114,0.913026,0.928872,0.997671,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5989.08,5906.87,5873.94,5935.72,5932.14,5952.79,0.784157,0.911558,0.6889,0.829161,0.681777,0.943362,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5897.05,5964.44,5869.01,5924.98,5951.76,5919.53,0.837633,0.76749,0.786902,0.872827,0.831585,0.840726,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5908.17,6007.66,5904.93,5941,6032.95,5963.1,0.774996,0.993428,0.621544,0.616609,0.84841,0.381355,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5952.99,5947.12,5944.72,5914.92,5925.06,5982.24,0.848117,0.924129,0.874298,0.870733,0.999171,0.863971,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5973.81,5943.31,5957,5917.96,5882.54,5943.57,0.691087,0.978793,0.726697,0.971992,0.836958,0.907612,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,6026.04,5940.31,5981.93,5882.2,5880.86,5989.16,0.882083,0.883645,0.972706,0.891655,0.932585,0.99441,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5976.66,5809.82,5923.01,5971.67,5916.99,6045.84,0.972724,0.994886,0.99938,0.93727,0.813532,0.822997,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5982.71,5901.75,5977.97,5951.07,5985.34,5972.51,0.966379,0.859391,0.793151,0.956273,0.763907,0.834554,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5989.43,5904,6011.87,5852.08,5946.19,5957.2,0.750422,0.742083,0.849676,0.956953,1,0.716209,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5996.16,5918.63,6046.68,5879.97,5897.57,5959.56,0.875951,0.99014,0.966938,0.94787,0.951791,0.979992,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5957.47,5887.64,6007.4,5919.49,5885.23,5931.74,0.811249,0.923739,0.895808,0.792478,0.989566,0.939474,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5907.63,5862.7,5986.5,5927.38,5887.85,5940.01,1,0.750491,0.989137,0.991258,0.992715,0.926761,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5919.22,5935.91,5895.58,5883.67,5937.37,5931.27,0.813432,0.674552,0.933798,0.999077,0.693578,0.991286,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5901.25,5951.24,5877.84,5923.29,5934.71,5963.77,0.749387,0.834473,0.984043,0.652125,0.877563,0.794413,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5926.59,5997.1,5835.27,5929.67,5980.75,5925.15,0.817955,0.8239,0.937019,0.647151,0.884851,0.993415,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5951.78,5949.71,5877.89,5974.87,6012.39,5959.72,0.907064,0.991917,0.591504,0.687067,0.962434,0.763921,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,6008.16,5988.82,5908.55,5899.63,6021.41,5955.19,0.716818,0.721705,0.894475,0.954718,0.696987,0.996011,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,6019.51,5945.79,5950.58,5923.17,5959.36,5933.6,0.838549,0.839555,0.73244,0.794312,0.915428,0.875418,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5987.94,5881.68,5955.93,5938.43,5966.34,5913.54,0.980407,0.999709,0.955136,0.960589,0.916809,0.657587,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5993.35,5885.3,5910.87,5907.19,5952.44,5994.6,0.962319,0.78397,0.752507,0.909517,0.789877,0.742089,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5993.09,5858.7,5948.11,5941.34,5939.16,5979.28,0.935005,0.940521,0.88023,0.959806,0.738027,0.921302,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5941.1,5880.6,5948.97,5954.61,5935.27,6003.37,1,0.926616,0.940541,0.728028,0.836505,0.864146,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5927.7,5966.22,5940.94,5954.6,5912.66,6008.96,0.859545,0.860726,0.983276,0.934874,0.973384,0.786245,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5883.46,5986.28,5913.37,5901.01,5936.35,5949.08,0.876359,0.791017,0.929185,0.99156,0.613415,0.996736,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5938.68,5965.48,5939.84,5883.06,5890.17,5889.13,0.593521,0.98794,0.883346,0.984241,0.923869,0.978731,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
5,5,5,5,5,5,0,0,0,0,0,0,5833.13,5991.67,5993.31,5891.95,5903.01,5946.27,0.97497,0.942009,0.69099,0.841833,0.679837,0.860239,0.198473,0.179849,0.181703,0.18117,0.183469,0.196534,31,31,31,31,31,31
