variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
t_sf[611],12.644267893333334,12.7035,0.28642509736702315,0.2717605799999987,12.094385,12.9974,1.0002198910761686,27009.128650476738,21653.342770719468
t_sf[612],12.641857383333333,12.6983,0.2856231517640809,0.27057450000000016,12.086295,12.9974,1.0001904185684922,36733.77629904557,23099.47182129529
t_sf[613],12.393690033333334,12.4329,0.3825795155339463,0.40074678000000097,11.694,12.9319,1.0000119636436338,41632.96825536795,25021.378620302905
t_sf[614],12.407251626666667,12.4512,0.376399728090405,0.3979298399999996,11.731695,12.932005,1.0000233028729213,40436.51627200257,24837.432257745022
t_sf[615],12.125125147,12.14785,0.4443198733663553,0.4629418500000008,11.357895000000001,12.8189,1.0000998246792374,42585.916246373745,25442.8907656446
t_sf[616],12.638246403333333,12.6958,0.28640553385608913,0.27309492000000085,12.0813,12.9987,1.0000581088236093,34854.256476507064,23866.284937699867
t_sf[617],12.648325773333333,12.7074,0.2821316493813743,0.2650888799999984,12.1053,12.9968,0.9999381848884881,34432.85059666753,22872.507723642968
t_sf[618],12.522541006666666,12.5773,0.3382401527196572,0.3433701599999977,11.892889999999998,12.963705,1.0001064915609212,38376.94331034222,22941.746286476387
t_sf[619],12.523332996666667,12.575,0.3332525514305747,0.33855170999999973,11.899195,12.965405,1.000153037444683,39073.77489930466,24857.815840453903
t_sf[620],12.479422993333333,12.5288,0.35176612714450894,0.36427482000000033,11.829790000000001,12.952705,1.0001917029592067,40065.830580792914,23912.113891616777
t_sf[621],12.634349233333333,12.68935,0.2892064656851088,0.2767272900000003,12.0786,12.9963,1.0001721611465226,36682.34646030316,21691.02256177651
t_sf[622],12.639916903333333,12.6972,0.28610707226113313,0.2727983999999989,12.086295,12.9971,1.0001076966307456,22112.709766529115,13939.069221878612
t_sf[623],12.495916636666667,12.54685,0.34377451526952896,0.3576772499999986,11.859295,12.9562,1.0002111717792077,41327.60599342141,24763.555671394875
t_sf[624],12.649534896666667,12.7057,0.2819984407272052,0.26686799999999955,12.1064,12.9998,1.0002822953256427,32851.52143155356,21398.920686050606
t_sf[625],12.430738846666667,12.47555,0.36711734185728623,0.3850312200000007,11.7633,12.936905,1.0001750498111335,40854.51095681251,23777.432031519
t_sf[626],12.59920223,12.65685,0.30614230570069606,0.3000041100000013,12.0198,12.9866,1.000004728708053,36106.91930159757,23691.114795258658
t_sf[627],12.636434666666666,12.69225,0.2879714447706965,0.2767272900000003,12.083395,12.996905,1.0001999023758437,36435.283155265024,23279.47968845129
t_sf[628],12.650212523333334,12.7082,0.2816853139528269,0.2643475800000002,12.11369,12.997304999999999,1.0002078360616011,32343.66069789221,22218.637868173017
t_sf[629],12.530275333333334,12.5819,0.3307442285972358,0.3372915,11.911094999999998,12.9661,0.9999777194700904,40080.30369022872,23396.777073061687
t_sf[630],12.48221808,12.5288,0.3486036438552107,0.36501611999999994,11.841595,12.9534,1.0001508893207793,41568.30461579229,22972.22374254907
t_sf[631],12.45168763,12.4998,0.3609645977359512,0.3725773799999981,11.783785,12.9428,1.0000572068600462,42092.794645087335,25517.733220343514
t_sf[632],12.5798417,12.6345,0.31381030120750997,0.30815841000000077,11.9848,12.981405,1.0002573735744222,39440.109601012744,23779.56064720785
t_sf[633],12.642601776666666,12.6984,0.2829308967155302,0.2722053600000003,12.100584999999999,12.9971,1.0001569182225452,34002.14220529253,23052.31233200839
t_sf[634],12.601393746666666,12.6581,0.3040980833158468,0.29711304000000016,12.0179,12.9849,1.00013628737543,38137.829971346786,23114.87262424534
t_sf[635],12.29084707,12.32145,0.4065804061113081,0.4266181500000012,11.557590000000001,12.889305,1.0002240414861987,42668.287501615814,25807.518941824208
t_sf[636],12.053192953333333,12.0702,0.45690517278560305,0.4737648299999993,11.27279,12.7849,1.0005309299003184,38718.51127410829,24752.18655218961
t_sf[637],12.64627417,12.7047,0.28435136528441196,0.27042623999999915,12.094985000000001,12.9985,1.0001341665264876,27647.683845908523,21430.108263003367
