1.treedepth__,2.treedepth__,3.treedepth__,4.treedepth__,5.treedepth__,6.treedepth__,1.divergent__,2.divergent__,3.divergent__,4.divergent__,5.divergent__,6.divergent__,1.energy__,2.energy__,3.energy__,4.energy__,5.energy__,6.energy__,1.accept_stat__,2.accept_stat__,3.accept_stat__,4.accept_stat__,5.accept_stat__,6.accept_stat__,1.stepsize__,2.stepsize__,3.stepsize__,4.stepsize__,5.stepsize__,6.stepsize__,1.n_leapfrog__,2.n_leapfrog__,3.n_leapfrog__,4.n_leapfrog__,5.n_leapfrog__,6.n_leapfrog__
7,7,7,7,7,7,0,0,0,0,0,0,13208.6,13096.1,13156.5,13221.8,13090.6,13388.6,0.951076,0.995626,0.902166,0.966741,0.840403,0.815307,0.0311719,0.0327662,0.0306789,0.0339538,0.0317297,0.0316196,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,13180.6,13183.2,13277.4,13108.2,13102.2,13349.9,0.862626,0.942662,0.654664,0.785786,0.88618,0.899229,0.0311719,0.0327662,0.0306789,0.0339538,0.0317297,0.0316196,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,13234.8,13250,13140.2,13155.4,13111.8,13066.4,0.610002,0.672856,1,0.889609,0.69659,0.978299,0.0311719,0.0327662,0.0306789,0.0339538,0.0317297,0.0316196,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,13179.7,13210.1,13244.1,13249.6,13070,13233.1,0.987729,0.734139,0.715853,0.776967,0.975032,0.981165,0.0311719,0.0327662,0.0306789,0.0339538,0.0317297,0.0316196,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,13242.4,13371.7,13264,13227.7,13145.9,13191.6,0.860774,0.914041,0.973265,0.896124,0.909985,0.989188,0.0311719,0.0327662,0.0306789,0.0339538,0.0317297,0.0316196,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,13215.1,13261.7,13203.7,13124.7,13206,13274.7,0.924505,0.973124,0.915183,0.985639,0.963574,0.752482,0.0311719,0.0327662,0.0306789,0.0339538,0.0317297,0.0316196,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,13139.3,13178.1,13189.5,13211.2,13361.5,13146.9,0.961908,0.957863,0.910177,0.544653,0.855716,0.879468,0.0311719,0.0327662,0.0306789,0.0339538,0.0317297,0.0316196,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,13216.5,13299.7,13193.1,13141.2,13206.1,13204.7,0.98192,0.74455,0.944369,0.900388,0.907273,0.918192,0.0311719,0.0327662,0.0306789,0.0339538,0.0317297,0.0316196,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,13193.4,13184.3,13154.4,13184,13050.9,13364.9,0.980597,0.947402,0.993038,0.707589,0.98506,0.839166,0.0311719,0.0327662,0.0306789,0.0339538,0.0317297,0.0316196,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,13201.8,13199.9,13234.4,13333.5,13205.1,13187.3,0.875371,0.990432,0.625386,0.694383,0.922598,0.909712,0.0311719,0.0327662,0.0306789,0.0339538,0.0317297,0.0316196,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,13197,13275.9,13192.9,13292.9,13116.1,13243.3,0.908751,0.583299,0.710427,0.825724,0.789899,0.918223,0.0311719,0.0327662,0.0306789,0.0339538,0.0317297,0.0316196,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,13324.6,13383.8,13260.7,13145.6,13025.2,13075.9,0.809676,0.910202,0.859384,0.849738,0.781669,0.928922,0.0311719,0.0327662,0.0306789,0.0339538,0.0317297,0.0316196,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,13320.9,13369.4,13153.7,13091.7,12990.2,13173.6,0.715096,0.887456,0.881417,0.775751,0.832248,0.948635,0.0311719,0.0327662,0.0306789,0.0339538,0.0317297,0.0316196,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,13144.5,13229.7,13103.5,13096.5,13063.9,13085.4,0.989978,0.876487,0.799463,0.880469,0.812538,0.927482,0.0311719,0.0327662,0.0306789,0.0339538,0.0317297,0.0316196,127,127,127,127,127,127
7,7,7,7,7,7,0,0,0,0,0,0,13202.4,13345.4,13236.2,13131.5,13233.6,13036.5,0.975767,0.823614,0.676522,0.68444,0.952878,0.912987,0.0311719,0.0327662,0.0306789,0.0339538,0.0317297,0.0316196,127,127,127,127,127,127
