t_sf_skew,t_sf_sd,tau_skew,tau_sd,A_skew,A_sd,x_skew,x_sd,id_skew,id_sd,logSFR_today_pred_skew,logSFR_today_pred_sd
12.628389523333333,0.29324829464349234,3.7617679846666667,0.4568124844503013,626782651.4,35733913.15295671,3.402667859666667,0.38777827466050613,3402,0,-1.7810752676666666,0.04825875880378328
12.64373735,0.28389083448779107,3.157828405666667,0.33493792009841483,208157.63096666668,7328.29414796866,4.044644011666667,0.3966846625010669,4003,0,-5.190362556,0.028873357749774366
12.646252466666667,0.2857210312073148,3.20469221,0.342978525055118,2706687.1836666665,99505.93624075821,3.9871315176666666,0.3955264425532449,4096,0,-4.080426862333334,0.03009470952570284
12.64831115,0.2844190338735645,1.901816715,0.10780945483922331,717588.7323666667,5895.587971508021,6.667710419666666,0.32811490796080583,4104,0,-4.785038942333333,0.048288519559436166
12.649904726666668,0.283022929648728,2.8537511,0.26789931215266627,212498.63556666666,5193.62711590936,4.467746867,0.38701146557265,4262,0,-5.164339911333333,0.024343152200446572
12.3716,0.3903811095237863,6.032775414333333,0.673354328214994,3663166389,365977313.3193634,2.0751917903333332,0.2307954013269628,4407,0,-1.4065746783333333,0.08198927951202946
12.573234176666666,0.3169454281288329,4.732070187333333,0.6006164875588935,3076320.3733333335,261859.5278534878,2.697650298666667,0.3310994061102824,4495,0,-4.2466796066666666,0.0726149888187831
12.651694856666667,0.28315212917938903,2.38552797,0.17741106187753622,620562.7076666667,7901.432472561236,5.328974198,0.36024748215093744,4825,0,-4.717429629333333,0.032427116356095846
12.43516565,0.3670238324653193,5.772051164,0.6654733944375051,5719154.711666667,561240.9377247316,2.181901523666667,0.24964700540652474,5197,0,-4.164992528666667,0.08154109581355931
12.548725426666667,0.3259595277442823,4.997193769666667,0.6170026159374168,133164.58566666668,11837.936192902804,2.547736282,0.307068467373448,5268,0,-5.657143298333334,0.07540984786632869
12.649639126666667,0.2819216638038329,2.8069705536666665,0.25416665180088643,916117.6096666667,20898.65479414038,4.539485404,0.37828611072295837,5766,0,-4.528438295,0.024201869723354957
12.50634628,0.3417410966585666,5.361113999666666,0.6491937336208083,13970294.256666666,1319658.5362781389,2.3655209543333333,0.28101346329864296,5839,0,-3.701921944,0.07985556966733395
12.618654413333333,0.295422816117056,4.090358808,0.5207984764666165,2811096.365,194481.52323973135,3.131606588,0.37779428757388905,5898,0,-4.178722227,0.05869156999510311
12.646367163333334,0.2834405331175256,3.081264851,0.31413260322151326,228215.76726666666,7280.256991674861,4.142893101666667,0.3917274128140315,5920,0,-5.144532992333334,0.02683349699948397
12.581368436666667,0.3128258481910756,4.613301488333334,0.5904976097723962,494873.1620333333,40969.66754735032,2.7694464716666665,0.3411641064657284,6095,0,-5.019574969,0.07096078628081869
12.31272932,0.40499736211788884,6.253929633,0.6817042583117173,2090370.4323333334,210587.8005460455,1.991004361,0.21569062611258308,6107,0,-4.691063793,0.08263002540291525
12.651777223333333,0.2808226407350526,2.4480937966666665,0.1869462027413483,214488.83223333332,3000.8130909462807,5.194311861666667,0.3614167364250902,6158,0,-5.171812084666667,0.03040921810228522
12.648394326666667,0.28019683616708907,2.836504244,0.2634200863407814,380294.45636666665,9081.838560542177,4.493506853333334,0.3837589147103502,6208,0,-4.910932933,0.024082128737959663
12.614830196666666,0.29720249631514734,4.090234583333333,0.5228142717684856,28407.55751,1974.6838964440096,3.1310566383333334,0.3787887388301268,6297,0,-6.174066364333333,0.058974484313347425
12.652737843333334,0.2802802484136258,2.030598329,0.12395942939858315,76034758896.66667,667189038.2172606,6.250244610333334,0.3381282498355213,6559,0,0.2912176066,0.04409112134723293
12.648436313333333,0.28197755515772693,2.7244693593333333,0.24208316132268007,258471.4036,5314.246649597238,4.675182953333334,0.38190439234117324,6620,0,-5.077601484666666,0.02476798696587411
12.649209103333334,0.28329460897090575,2.274783605666667,0.16037210554766196,1338152.7546666667,14848.85294625836,5.584336893,0.35588106491525423,6631,0,-4.400276177333334,0.03607997718373732
12.650498276666667,0.2806768691149878,2.6444308933333334,0.22331901603719154,84056365.38,1532048.7939983162,4.814151028666667,0.3742087766402409,6648,0,-2.566710232666667,0.025965195257845172
12.634101713333333,0.28974705797583405,3.6463210146666665,0.4381423984688178,60535230.623333335,3247590.205407586,3.510729025333333,0.3935022537627545,6696,0,-2.780588494333333,0.04465978609136067
12.63037608,0.29178171823048943,3.748678444,0.4585624247910491,856366.5395,49059.19100214114,3.4155770993333334,0.39034784507640274,6864,0,-4.643833712666667,0.048258414607493964
12.620639283333333,0.29425256617217405,3.9570351336666665,0.4966263015461643,1223606.599,79147.19927490571,3.2359339586666667,0.3824318299082507,7016,0,-4.519191176,0.05476855622735304
12.51808712,0.3388239943580502,5.244500144333333,0.6420063129642875,1512247.613,141853.4462997867,2.421410814666667,0.2927175963657755,7051,0,-4.646494436666667,0.07863736124846844
12.64213077,0.2844751323863628,3.3899854786666666,0.38122036731293096,1521271.843,65914.47937906419,3.772347035,0.3953232594493366,7077,0,-4.349065938333333,0.0354763362485566
12.647162673333334,0.2859761227692732,1.8292413013333333,0.09995762092016396,48485199.29333334,386643.79679280246,6.930144201,0.3270432242584651,7397,0,-2.9917798453333333,0.051505439244593096
12.479316346666666,0.35157054554821526,5.522743321,0.6639074432843702,1148990.9655333334,111620.98084167845,2.2909375463333332,0.2712520583398179,7450,0,-4.816331115666666,0.08155595311499281
12.645267143333333,0.28376529367918835,3.10295821,0.31821174058430146,479557.68466666667,15671.149791287096,4.114084283333334,0.39184545588330644,7737,0,-4.823535646,0.027232273270140328
12.64694217,0.28480190269053735,1.8738557113333334,0.10460470139035707,383075.95916666667,3087.1029573460855,6.765826563333333,0.3263320210632647,7781,0,-5.070817489333334,0.04913823499307331
12.387327796666666,0.3812637753619211,5.972875306666666,0.6711252145305017,69155101093.33333,6876866095.620207,2.099104162,0.2353307306996648,7882,0,-0.11955115706144366,0.08181293405441667
12.613750036666667,0.29828621656204357,4.120712206333334,0.524254532478944,178619.32376666667,12446.719120463189,3.107086508666667,0.37330637931135296,8245,0,-5.380229001,0.05970971501618679
12.612766993333333,0.30000635372766554,4.14374496,0.5258439076308655,148390.3945,10430.430538054348,3.089532529,0.37196639833578676,8278,0,-5.464446893666667,0.05997857065345879
12.64641684,0.28291176215666014,1.721978929,0.08714512484101301,423368.6545666667,3294.573491666594,7.358507866666667,0.31690461048007335,8338,0,-5.1163219983333335,0.054692340012520935
12.650642993333333,0.28157413177343327,2.742570549,0.2448233428008611,5813557.969666666,122415.32995343352,4.645316525,0.37970768537383964,8592,0,-3.7256132883333333,0.02455978098256567
12.568775076666666,0.31853937390363274,4.7586253476666664,0.6070889743493165,12436834690,1068316200.9866025,2.682154468,0.3316115229836304,8782,0,-0.6446492354333333,0.07354623580841776
12.6217383,0.2939531371925444,3.9852316616666665,0.5034166459868513,203308.83646666666,13388.167716189424,3.2140885266666666,0.383450282915293,8860,0,-5.303107900666666,0.05559858118316017
12.523133176666667,0.3322842627079264,5.223282314666666,0.651578202155423,348436958.8333333,33008156.289109193,2.433326808,0.29736548717912215,9250,0,-2.2801383,0.07987069891102004
12.601300476666667,0.30529307638539027,4.360753418,0.5695907388133594,341975.12456666667,26744.56022904305,2.9360849973333334,0.36667869471944875,9254,0,-5.137482743,0.06666110370541574
12.58095431,0.3129484171400833,4.646996343,0.5974222468244463,13478835.016666668,1130479.8702601483,2.7497167216666667,0.3407816880083082,9733,0,-3.590308471,0.07188781325029037
12.56814918,0.3191109409705072,4.79833295,0.6087663701197177,4053129864,351035542.74293995,2.6593007253333334,0.3265041374866079,9835,0,-1.1385387491666668,0.07388246745766304
