t_sf_uni,t_sf_sd_uni,tau_uni,tau_sd_uni,A_uni,A_sd_uni,x_uni,x_sd_uni,id_uni,id_sd_uni,logSFR_today_pred_uni,logSFR_today_pred_sd_uni
10.878802347666667,2.0638227860099616,11.001525549,4.9104132909423885,5078413393,2663511129.3194036,1.2119716116333332,0.5631495028813528,3152,0,-2.04466600188,0.5213832641203544
10.728538999,2.165314741529301,2.294977187333333,0.6346076055449877,12935281490,323635652.5501581,4.796056518,0.5089255432188685,3156,0,-0.19702724401643,0.20787878357982342
10.956673858,2.0410629480684523,10.861101627,4.878839094644206,1259600027.4333334,664060175.684948,1.2381382379333334,0.5729079921175526,3192,0,-2.6269309257,0.5191356698065845
10.781210458333334,2.084852114077196,2.011074546,0.5060968653629707,169882414.23333332,2435971.948789351,5.458234563666666,0.46709581213581164,3196,0,-2.110665298333333,0.1859608877507403
10.959263239666667,2.0476408248214377,10.788416329666667,4.89815734021987,14594035949.666666,7731146727.04616,1.2476137907,0.5725971139858049,3259,0,-1.5511517299542934,0.5202993980581538
7.818599056333333,1.7980974001053989,12.023017521666667,4.999084129384945,2951143717.766667,1798070380.4336858,0.7942023680333333,0.41299962975160515,3299,0,-2.6547182888666665,0.5431975569107769
10.908065336666667,2.2662130635503246,4.283446637333333,1.8811819994523287,30099186.64666667,7767332.59068531,2.8205310695,0.6845222212951252,3305,0,-3.1093343366666666,0.3443147928039177
9.613438431,2.0517657307537767,12.010928390666667,4.961010019613324,7232072225,3911290759.0331955,0.9660877708,0.46707798071693074,3309,0,-2.1164494943123335,0.5233275916876086
10.735556087,2.275270040230127,3.053163604,1.0256349789320913,173879251.5,13315156.894452471,3.6998205706666667,0.6001102060892394,3314,0,-2.125428063,0.26413615297694804
7.032229005666666,1.6332773895766506,11.994728842333334,5.04669628282592,2572783413.3333335,1650204937.158368,0.7244962633,0.39428476808114826,3343,0,-2.787650322633333,0.5588039275623222
10.216181809,2.0718545618835904,11.842484930333333,4.93621466506866,45790502040,24300880428.486095,1.0423897839,0.49397905763147837,3379,0,-1.2524400828336333,0.5179747419411607
10.736934196,2.3045799602092742,3.314752229333333,1.1783293161710389,145221985.23333332,14852164.05419712,3.4415778843333333,0.6208082295656181,3384,0,-2.242767854,0.284935673432188
10.818407581333334,2.0470204810041395,1.9463504666666667,0.4751171227653525,1795153931.3333333,22639902.210559312,5.649572371666666,0.45590232293035493,3401,0,-1.1045149116333333,0.1788874450117011
10.787780597666666,2.066582335188749,2.004948896666667,0.5011255425576004,297809784.56666666,4221067.26376754,5.477093174,0.46618029224694646,3422,0,-1.8691313506666667,0.18364009443453563
6.897036175,1.6009258798395771,11.986568338,5.0749978248159,99940863756.66667,64685829037.946434,0.7148970010666666,0.39555507534778356,3438,0,-1.2114940396754834,0.5634082375763579
11.058588276333333,2.2281860315956368,5.4264262426666665,2.8285782379759543,915893379.6666666,396585652.0233335,2.379769351633333,0.7280537923255166,3453,0,-1.8456532016,0.41379628798780577
10.666044307,2.0576689083755344,11.386146724666666,4.931605299768875,6175307515.333333,3217517353.79253,1.1402309843,0.5314429601855419,3517,0,-2.0276297952136666,0.519064034254483
10.715716719,2.209704367599166,2.4807307733333333,0.721668172939819,809259349.7333333,27458739.81662846,4.454666751333333,0.5293961189886449,3535,0,-1.4006931072333333,0.22223196116619498
10.815787831333333,2.287256365371021,3.8217243946666666,1.520434445821444,4046568225.3333335,709432976.4734045,3.0707297885333333,0.6582651058173623,3585,0,-0.8905418007236967,0.31626751167812694
10.775448943666667,2.077456816146933,2.021228782,0.510046685030851,75691321.51333334,1112746.9937664391,5.429516584,0.4682532232987282,3655,0,-2.459587859,0.1855156668231213
11.197569225,2.05240239788207,9.780703055666667,4.7462956740883415,1308463533.4666667,714695038.5487299,1.4232837135333334,0.6384510517723189,3668,0,-2.4358550264333334,0.5203572905170375
11.114792777333333,1.7695202134101196,1.5906081983333333,0.3076085344008277,359123597.8,2959003.3880464174,7.042843043,0.3857115453006077,3778,0,-1.9972676313333333,0.14248534477556613
11.044772326666667,1.8199449350366323,1.6301206103333334,0.3278439514167477,618952976.8666667,5068305.324592592,6.834232212333333,0.3886676691161179,3785,0,-1.7233004303333332,0.14777139620683039
10.694529830333334,2.194822561993972,2.340839525333333,0.6649744022646312,101183826.94,2787763.583161018,4.696715562666666,0.5175319369924368,3799,0,-2.299327485,0.21399359089026362
11.041503852666667,1.8237376880905989,1.6563658013333333,0.3363816514365173,347466199.6,2919225.4820997217,6.7275436336666665,0.39913583588349466,3823,0,-1.9590596486666667,0.14844025625893797
9.642819431666666,2.0471377681629317,12.031420421333333,4.9608235667847245,19695827298.333332,10634583862.218246,0.9656528475666667,0.46293289080495065,3952,0,-1.6829172718263334,0.5211198820511163
11.472778928,1.4920006684705411,1.4035368253333333,0.21523687904961422,14289398843.333334,109067309.06001261,8.208852560333334,0.33893611313797917,3956,0,-0.6325371961666667,0.11864543486567686
11.163494820333334,2.0626954103190838,10.003115859,4.799126896826391,52263913316.666664,28407892846.34338,1.3859156581666667,0.628158307141099,4024,0,-0.8691925039460666,0.5222081590606852
10.790172009666666,2.0825187420416404,2.032001597333333,0.514575693670263,4653564041.333333,69746701.21388274,5.409771446666666,0.4734963715472268,4056,0,-0.6710854492066667,0.18626067623316667
10.726830543666667,2.207555522886858,2.4784691476666665,0.7211816069640973,156629580.73333332,5377725.482698149,4.464362873333333,0.534503339926999,4082,0,-2.11512541,0.2219349434974059
10.898925268,1.9537732903874259,1.8042220453333333,0.40748758431204857,648657031.8333334,6448861.264802781,6.117851649,0.43036437297765295,4175,0,-1.5987529341,0.16500522373088428
10.767577107333333,2.3080316052959415,3.4214486716666666,1.254972609988741,2050702192,240306267.64636028,3.362064165,0.6366488550332042,4345,0,-1.112231485,0.29253333389178876
10.762786568,2.103019681402527,2.040907673,0.5229553329144685,3314245416.6666665,50557122.276228145,5.3750802926666665,0.4732394246311359,4413,0,-0.8132895368666667,0.1887123075215286
10.508409768666667,2.051977523894476,11.542602079,4.888875516943635,10782901586,5585485866.4824095,1.1004185608666666,0.5110556798082028,4551,0,-1.8196411469252667,0.5132994464074095
11.182411964333333,2.0623278444205972,9.775894064,4.732315558778862,5744560468.666667,3102518307.346104,1.4182136542,0.6320055366417053,4556,0,-1.7926148970076667,0.5191167298481613
10.676533242,2.065210566599084,11.372465492,4.918873039703174,63393167553.333336,33176046384.16971,1.142798432,0.5348317034580065,4627,0,-1.0149399825401266,0.5182294194992695
10.704372066,2.1897020630429935,2.406611948,0.6877263578793938,226431898.73333332,6865255.385271201,4.577818285333334,0.5216972194643044,4650,0,-1.951026269,0.2168745102127856
10.697797545666667,2.2876309998598265,2.8724078536666666,0.9383752752973937,205045922.5,13065892.135890963,3.8966272503333332,0.5840682801546568,4666,0,-2.027495512333333,0.25525203594579354
10.723547633,2.262895254921806,2.9508689796666667,0.9629091729860626,16547794073.333334,1112915972.110911,3.807271917,0.5867126424110648,4724,0,-0.1325831428996,0.25654425472737935
11.105164972333334,2.213677992562275,5.802953433,3.0745879111526873,63820391.52666666,29443913.058836527,2.2629978017,0.7315112399496846,4909,0,-3.0728398653333335,0.43104187145093764
10.828415526666667,2.271776071058154,3.676113838,1.405177732413998,1574800679.3333333,242000075.22254774,3.1719871813333333,0.6464862110070015,5057,0,-1.2751481544,0.30317679483844245
11.244816027666667,2.150241710589992,7.67685344,4.142096341237248,83801780.88333334,46237506.11544068,1.8165783976666667,0.7241757600900303,5077,0,-3.2845579866666665,0.4994301785145149
10.572611998666666,2.0407693394415904,11.495938653666666,4.922408822910508,343200392.38666666,179473659.6257661,1.1167261974666667,0.5229747267063185,5089,0,-3.3062215883333335,0.5159532912768815
3.9307558706666668,0.8974897602167792,11.535964154,5.1716910851110995,763224877033.3334,599461553634.344,0.44960758365666664,0.30033405540717956,5092,0,-0.7162991908907,0.6245282956578552
10.819774473,2.0247944087361276,1.957885982,0.4738512694665576,1210690150.3333333,15710189.657332877,5.616600869,0.45574798459032534,5240,0,-1.2735835131,0.17774717311247026
10.992145738666666,2.263660086611434,4.853335451333334,2.3654620394890604,64865592700,22756998901.3423,2.579641903366667,0.713564051823082,5362,0,0.11469319182855667,0.38299960583628506
8.970289502333333,1.9980510413904335,12.092402054,4.9719542450894165,4112716097.7,2330481769.1453867,0.8967717343333333,0.4431380321236206,5474,0,-2.4220980249,0.5296878899400334
10.971371131333333,1.9077726504891506,1.7213131496666667,0.37104620831468743,132631739500,1187206663.6556969,6.442830553333334,0.4126905579898927,5661,0,0.6673361053333333,0.157811868704875
11.099286239666666,2.0457528312808124,10.397919552,4.850983096821601,19852529138,10633210670.06103,1.3185844610333333,0.6013465154028502,5681,0,-1.3529227208434667,0.5203786546301762
6.177006853,1.4309744605149508,11.859087085333334,5.078546850484055,12389244837.333334,8426987467.137333,0.6530941654333333,0.37383486398055604,5899,0,-2.185535085018,0.5721021792218104
